    0.194602477550506592E+01    0.565223110616207123E+02    0.242243544757366180E+02    0.331437438726425171E+01    0.459015846252441406E+02    0.658462101221084728E+00   -0.999999999000000022E+07   -0.599146350544150419E+01    1
    0.266766941547393799E+01    0.566331538558006287E+02    0.243810582160949707E+02    0.162932723760604858E+01    0.362109899520874023E+02    0.943600434064865268E+00   -0.999999999000000022E+07   -0.599396350544151169E+01    1
    0.295831584930419922E+01    0.568119911551475525E+02    0.242674359977245331E+02    0.466721206903457642E+01    0.304108357429504395E+02    0.785647267103195324E+00   -0.999999999000000022E+07   -0.599646350544151474E+01    1
    0.161306416988372803E+01    0.569235429465770721E+02    0.244634242355823517E+02    0.645691156387329102E+00    0.453603053092956543E+02    0.770213568210601940E+00   -0.999999999000000022E+07   -0.599896350544151957E+01    1
    0.271376347541809082E+01    0.567842821180820465E+02    0.241225962638854980E+02    0.904074907302856445E+00    0.472351384162902832E+02    0.372329211235046365E+00   -0.999999999000000022E+07   -0.600146350544151552E+01    1
    0.124821162223815918E+01    0.567228859961032867E+02    0.243168824017047882E+02    0.617173314094543457E-01    0.458065390586853027E+02    0.725425189733505338E+00   -0.999999999000000022E+07   -0.600396350544151858E+01    1
    0.255522131919860840E+01    0.569595601558685303E+02    0.241906479895114899E+02    0.397383987903594971E+01    0.326748609542846680E+02   -0.745905041694641113E-01   -0.999999999000000022E+07   -0.600646350544151630E+01    1
    0.297071182727813721E+01    0.567655380368232727E+02    0.244577615559101105E+02    0.219980239868164062E+01    0.409737300872802734E+02    0.699155610799789495E+00   -0.999999999000000022E+07   -0.600896350544152469E+01    1
    0.129629218578338623E+01    0.566700933575630188E+02    0.243605708181858063E+02    0.862044692039489746E+00    0.319563221931457520E+02    0.406482142210006780E+00   -0.999999999000000022E+07   -0.601146350544151886E+01    1
    0.177278947830200195E+01    0.567067585289478302E+02    0.244655539989471436E+02    0.286785423755645752E+01    0.121865224838256836E+02    0.755972301959991544E+00   -0.999999999000000022E+07   -0.601396350544150859E+01    1
    0.235716283321380615E+01    0.565354685187339783E+02    0.243623588681221008E+02    0.134040504693984985E+01    0.145695948600769043E+02    0.937840014696121327E+00   -0.999999999000000022E+07   -0.601646350544151520E+01    1
    0.245331430435180664E+01    0.567934195697307587E+02    0.243312602341175079E+02    0.505996048450469971E+00    0.331823182106018066E+02    0.878450745344162121E+00   -0.999999999000000022E+07   -0.601896350544151559E+01    1
    0.237287569046020508E+01    0.565587040781974792E+02    0.240110138356685638E+02    0.399461805820465088E+01    0.306849718093872070E+02    0.830345296859741344E+00   -0.999999999000000022E+07   -0.602146350544152753E+01    1
    0.254979026317596436E+01    0.565710699558258057E+02    0.241536761224269867E+02    0.206936299800872803E+00    0.443481254577636719E+02    0.603337907791137829E+00   -0.999999999000000022E+07   -0.602396350544153325E+01    1
    0.111802256107330322E+01    0.569528121650218964E+02    0.243707898557186127E+02    0.259966969490051270E+01    0.326509118080139160E+02    0.954060494899749867E+00   -0.999999999000000022E+07   -0.602646350544152298E+01    1
