    0.115827633818642939E+01    0.566026892687958707E+02    0.240975314381561425E+02    0.113274408526918613E+01    0.139378137364820809E+02   -0.502318438584004889E+04
    0.290443111605274940E+01    0.566717505257460843E+02    0.242273124838032246E+02    0.832209626564760718E+00    0.151939430057044049E+02   -0.502116130137102482E+04
    0.201175665659030312E+01    0.565942075039531431E+02    0.241481540385958553E+02    0.929374484525001598E+00    0.149418852830041722E+02   -0.502088358154866091E+04
    0.101270466396651848E+01    0.568455120014619837E+02    0.240947552354855929E+02    0.126193346667710582E+01    0.140514572774535118E+02   -0.502069346019566729E+04
    0.238432773415506549E+01    0.568140385459131991E+02    0.240303947936682754E+02    0.121774920466044057E+01    0.144732338046256999E+02   -0.502049299944491759E+04
    0.108314268653854384E+01    0.566228356893287454E+02    0.240898175865330408E+02    0.982996784517139233E+00    0.148130242935819467E+02   -0.501997663325514350E+04
    0.125842305167500923E+01    0.566524105068089838E+02    0.242535163183234985E+02    0.114947728150428774E+01    0.144766895978571739E+02   -0.501976025976560959E+04
    0.227243661086647375E+01    0.567041455400860457E+02    0.240728977204238603E+02    0.116965535925370756E+01    0.138362919597685270E+02   -0.501963315055384919E+04
    0.197048899833940849E+01    0.566853784208405358E+02    0.241874485681304954E+02    0.914408952338261249E+00    0.156889234260953074E+02   -0.501944389242245052E+04
    0.262585476599673484E+01    0.566977277158897266E+02    0.241815156662483552E+02    0.803142060809934666E+00    0.146416817992911188E+02   -0.501935523135424773E+04
    0.210996175533568930E+01    0.567318297572901571E+02    0.240898591439869811E+02    0.833244458919244257E+00    0.145894809663647358E+02   -0.501927911847818359E+04
    0.268303856995648049E+01    0.567094160592098149E+02    0.241934018638925323E+02    0.139483345981638673E+01    0.138508576974119464E+02   -0.501915801273769284E+04
    0.207748041456704957E+01    0.566963364731076638E+02    0.241377226351371412E+02    0.133196406507640774E+01    0.149293770087646838E+02   -0.501908018910131977E+04
    0.264112117789290934E+01    0.566315854000020664E+02    0.242077962091892935E+02    0.128873975200066959E+01    0.146140156877734313E+02   -0.501905191690871106E+04
    0.165065750073777640E+01    0.568079370527938252E+02    0.241602792154213120E+02    0.136768833251794142E+01    0.146028094568893199E+02   -0.501897334912106635E+04
    0.140022795039468551E+01    0.567951188496263981E+02    0.241854695097242001E+02    0.102216734790590213E+01    0.143400013699482223E+02   -0.501873121054651710E+04
    0.104774702577905798E+01    0.566392752182583976E+02    0.241360701294844482E+02    0.124144810633755975E+01    0.147116237415036046E+02   -0.501860737627963499E+04
    0.133812181947766273E+01    0.566661946790541862E+02    0.240820667674672784E+02    0.120360259867713038E+01    0.145058891245948445E+02   -0.501857173982984932E+04
    0.165815465366942494E+01    0.567123485574212012E+02    0.241505889673887175E+02    0.107671709890057454E+01    0.155464238047097361E+02   -0.501857079496305778E+04
    0.141976594273700929E+01    0.566902006507051937E+02    0.241841155168509587E+02    0.144056961486646040E+01    0.140839364456173826E+02   -0.501851559023431582E+04
    0.207491218139033595E+01    0.566232185333539562E+02    0.241915687399471793E+02    0.110330492957228010E+01    0.140597979506058230E+02   -0.501851536296830636E+04
    0.222057012151927680E+01    0.567199313631488025E+02    0.240444189388421599E+02    0.104163826048599417E+01    0.150043789787936710E+02   -0.501843092138831344E+04
    0.203418802968969370E+01    0.566335367697915757E+02    0.242195724448133269E+02    0.966318105119389426E+00    0.146794328701996033E+02   -0.501842130655499568E+04
    0.234777399217311800E+01    0.566654326270357842E+02    0.242333754715650755E+02    0.985664713888306232E+00    0.142753594901598824E+02   -0.501828737173396985E+04
    0.189042904524923783E+01    0.566656383831643922E+02    0.241452937210319547E+02    0.140072906845262901E+01    0.141799912522065981E+02   -0.501823845841065122E+04
    0.128602157261114924E+01    0.567158942826436387E+02    0.241291881134702493E+02    0.105052078161276907E+01    0.155131449524124854E+02   -0.501823653938338794E+04
    0.175953775179515359E+01    0.566107607437822580E+02    0.241949912728035095E+02    0.102346805056190870E+01    0.148960082792407817E+02   -0.501821686384462737E+04
    0.230155959484182659E+01    0.567862536217610767E+02    0.241905307312106466E+02    0.107921352974411433E+01    0.144830728864482658E+02   -0.501821559939559666E+04
    0.196141571946052173E+01    0.566759883944052874E+02    0.242162731046727089E+02    0.920345797135731503E+00    0.141799584940377876E+02   -0.501815148529070120E+04
    0.228782204425963220E+01    0.567620370090470630E+02    0.240960981642890104E+02    0.109328326610594173E+01    0.151653151876649872E+02   -0.501814360095611482E+04
    0.147613357671896583E+01    0.566224955399701528E+02    0.241850533866796589E+02    0.122266712844483005E+01    0.141415065565344094E+02   -0.501812632972528809E+04
    0.274697558671064268E+01    0.567614169940928690E+02    0.240797125555190163E+02    0.960902054744020795E+00    0.141791366969386345E+02   -0.501803687582106068E+04
    0.211641646043393283E+01    0.567136732102008878E+02    0.242186014208168885E+02    0.108404890397891984E+01    0.149002060371547458E+02   -0.501797997560769545E+04
    0.213145893575113465E+01    0.566635092666684415E+02    0.241265209258012376E+02    0.124003680908261171E+01    0.145856836956392151E+02   -0.501794478609822545E+04
    0.202720416600554110E+01    0.568152955715178720E+02    0.240740519902898420E+02    0.118866968142603535E+01    0.146262142269152591E+02   -0.501790949023920621E+04
    0.127267945663186488E+01    0.567466549781580269E+02    0.241368276873143834E+02    0.140596221815062905E+01    0.141741395291484018E+02   -0.501788657973512454E+04
    0.231039199942525819E+01    0.568101634483337961E+02    0.241241249811369123E+02    0.111438040907327407E+01    0.151674557544447222E+02   -0.501788365554188567E+04
    0.204420771845792970E+01    0.566303236457715684E+02    0.241483931786212835E+02    0.123053217559927019E+01    0.143688275595892740E+02   -0.501787083900720882E+04
    0.249082121282119795E+01    0.568291923734597688E+02    0.241278671349756841E+02    0.126800641028179872E+01    0.146160334534472067E+02   -0.501786420496473147E+04
    0.251651791319615192E+01    0.566188445337697601E+02    0.241705264451708004E+02    0.945221331201609893E+00    0.144361124097985165E+02   -0.501784447625912708E+04
    0.155951337384421684E+01    0.567321420190919454E+02    0.241524045289151097E+02    0.122620565092178313E+01    0.150467354918796872E+02   -0.501782225341068715E+04
    0.202133014898306840E+01    0.568051190961538310E+02    0.241134179147746934E+02    0.110921949275028986E+01    0.151406265913130422E+02   -0.501778310482581219E+04
    0.252638221797526619E+01    0.567978842446142806E+02    0.240693724873851522E+02    0.106252132548643363E+01    0.143369226595904600E+02   -0.501777470463857753E+04
    0.191121606050483450E+01    0.567057271731462507E+02    0.242033944715969689E+02    0.104336924087963512E+01    0.150496173281631584E+02   -0.501777141294110152E+04
    0.179571707388314872E+01    0.567646766122172508E+02    0.241029113972793034E+02    0.111046791408464274E+01    0.138706621866996453E+02   -0.501772869249258656E+04
    0.220619387833583724E+01    0.567688361300623825E+02    0.241141953449944246E+02    0.132881024324368147E+01    0.138561827431751361E+02   -0.501768308301270918E+04
    0.240667178302002327E+01    0.567271541657648442E+02    0.242052465595080157E+02    0.929264959632499221E+00    0.146636620572969427E+02   -0.501767690419699102E+04
    0.240668660180512495E+01    0.567720181174264908E+02    0.241526934722142990E+02    0.916113007053956374E+00    0.149767003265063252E+02   -0.501760366104880359E+04
    0.282040388735368008E+01    0.568382818384907935E+02    0.241239725232711990E+02    0.121702818656746903E+01    0.142551849093625407E+02   -0.501756082839878763E+04
    0.292178126336470800E+01    0.566765485051469753E+02    0.241273193186196906E+02    0.119171622086314954E+01    0.139169855586706603E+02   -0.501754198094281674E+04
