Nested Sampling Global Log-Evidence           :   -0.502363973858781173E+04  +/-    0.156759484744249472E+00
Nested Importance Sampling Global Log-Evidence:   -0.502416133793033805E+04  +/-    0.186349698136932633E-01

Dim No.       Mean        Sigma
   1    0.200804916854278659E+01    0.576438514219690945E+00
   2    0.567012209552217215E+02    0.406150429183907979E-01
   3    0.241563443590293687E+02    0.281603323142916376E-01
   4    0.110693542803950340E+01    0.915792317587494353E-01
   5    0.144860704640747180E+02    0.268538953471302799E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.166645629741089141E+01
   2    0.566691806376194478E+02
   3    0.241674466754454755E+02
   4    0.106858915963449741E+01
   5    0.145214184206339691E+02

MAP Parameters
Dim No.        Parameter
   1    0.166645629741089141E+01
   2    0.566691806376194478E+02
   3    0.241674466754454755E+02
   4    0.106858915963449741E+01
   5    0.145214184206339691E+02
