    0.177777810141050785E+01    0.567415420773072299E+02    0.242180805578381815E+02    0.209449719340134610E+01    0.290303913135089111E+02   -0.287888955674216959E+04
    0.250519969367779538E+01    0.567851835834409115E+02    0.241101433765153423E+02    0.189876590079081109E+01    0.481145106742013553E+02   -0.287808080049349610E+04
    0.275934258140291178E+01    0.565772106572990481E+02    0.241555548572071643E+02    0.159979846985923380E+01    0.479676584343918719E+02   -0.287665825741531808E+04
    0.234282320169730429E+01    0.566335836670001171E+02    0.241460971292953595E+02    0.171027357946413439E+01    0.315042077393324575E+02   -0.287639845209027499E+04
    0.172660156435955647E+01    0.567358591658040865E+02    0.241836141621908602E+02    0.212057617860436398E+01    0.350144310013346001E+02   -0.287622863579718205E+04
    0.164095214704462355E+01    0.565365334662144505E+02    0.242043601293848063E+02    0.187500239666277979E+01    0.394241740580644446E+02   -0.287613467401979960E+04
    0.100866696026155434E+01    0.565721992422620588E+02    0.241705793262184052E+02    0.235626682902713425E+01    0.189063308573209063E+02   -0.287604807986653577E+04
    0.188283806284834609E+01    0.566393218768004161E+02    0.242475098307516426E+02    0.229336806284171990E+01    0.214102569665685394E+02   -0.287601270062593812E+04
    0.270329695557556704E+01    0.565853068707383997E+02    0.241062105456206091E+02    0.218788317636223084E+01    0.344972910173569574E+02   -0.287593468691567341E+04
    0.176256439032906709E+01    0.565854053927147618E+02    0.241951618151394996E+02    0.205712153235777429E+01    0.206312088874004438E+02   -0.287581697736398473E+04
    0.182358888546529041E+01    0.565931441640126494E+02    0.242283735703106728E+02    0.194120268032507104E+01    0.243200664550296111E+02   -0.287571262255992360E+04
    0.175391732014525958E+01    0.565978642486423098E+02    0.241990004098175895E+02    0.260994548910947000E+01    0.167556743794614569E+02   -0.287569627502637468E+04
    0.131654389567177588E+01    0.566412869482928514E+02    0.240832944462918164E+02    0.209708886154112406E+01    0.337452399301349075E+02   -0.287560208140806026E+04
    0.145653036897123589E+01    0.565716403787637248E+02    0.242290235233237432E+02    0.228394927871710607E+01    0.263866184285457592E+02   -0.287555999412618166E+04
    0.186790963174012026E+01    0.567123959612258020E+02    0.240611461558591699E+02    0.191642189484066305E+01    0.461105115862409747E+02   -0.287555581866538205E+04
    0.284841454724397591E+01    0.565328838935286768E+02    0.241246432163009707E+02    0.186748547339430782E+01    0.348155035037554939E+02   -0.287529818452509880E+04
    0.144380940203003116E+01    0.566814666496008002E+02    0.240571487355375382E+02    0.180087188062300818E+01    0.496086383017241346E+02   -0.287512367514459584E+04
    0.121621262932352026E+01    0.566815900564155442E+02    0.242345670468870118E+02    0.222007570635056783E+01    0.268382726898423698E+02   -0.287502749810337809E+04
    0.221402728063775278E+01    0.566880852684150796E+02    0.241660652625578258E+02    0.229536481676415782E+01    0.338213387794002713E+02   -0.287498434368911512E+04
    0.236632662810858552E+01    0.565452419700909061E+02    0.240762693221316013E+02    0.192450736373170272E+01    0.486364493196883885E+02   -0.287496696027036887E+04
    0.189302472685336154E+01    0.566148520679766492E+02    0.241519451884196705E+02    0.220416511059461007E+01    0.188962024282230807E+02   -0.287476748017086629E+04
    0.274255549805570631E+01    0.567121820259225302E+02    0.241885581906731453E+02    0.213425460136893808E+01    0.454386269396744851E+02   -0.287475809580733812E+04
    0.164560863473730890E+01    0.566704837986008201E+02    0.240725869879800491E+02    0.205765365187871208E+01    0.348403154253662990E+02   -0.287470246578189381E+04
    0.296167450602321392E+01    0.565788950684654708E+02    0.241205501399029707E+02    0.207731655357352896E+01    0.476803895223658785E+02   -0.287467804113830516E+04
    0.234015445036459280E+01    0.565697002541491898E+02    0.241418517651395774E+02    0.231660626295722327E+01    0.230400022268368900E+02   -0.287466195948084805E+04
    0.110848873080345722E+01    0.566448594692252385E+02    0.240914206015787293E+02    0.174924008980898860E+01    0.451808462179784982E+02   -0.287456657675544739E+04
    0.139380798705434361E+01    0.565629380183008834E+02    0.240799113344940103E+02    0.194368258018075446E+01    0.465254711710347451E+02   -0.287446552931172482E+04
    0.299708861850891672E+01    0.565875870884600047E+02    0.241933590412367430E+02    0.168013739070968482E+01    0.432508240299225761E+02   -0.287442850944000838E+04
    0.109821617828428497E+01    0.566059145939003798E+02    0.240996295188472089E+02    0.215018556627465118E+01    0.218169318060385322E+02   -0.287442111958288569E+04
    0.139545838940173561E+01    0.567083844365244474E+02    0.241671198205306155E+02    0.213555654953778618E+01    0.204134652658387310E+02   -0.287435184135698182E+04
    0.192528793551280852E+01    0.567025075016902207E+02    0.241800693174145742E+02    0.223035400123245520E+01    0.313665536760621819E+02   -0.287434355221135638E+04
    0.298558175163991812E+01    0.566715508506106431E+02    0.241891331861687853E+02    0.240229180188618274E+01    0.275693687694371405E+02   -0.287430380547743880E+04
    0.280719186763930884E+01    0.566202495957433740E+02    0.241996040307788540E+02    0.195786653563792656E+01    0.226811147946648397E+02   -0.287423312115833960E+04
    0.102459929216664891E+01    0.566367650293031843E+02    0.242141546959189249E+02    0.164678035322228622E+01    0.482640309810618859E+02   -0.287422753953387564E+04
    0.294867773870656524E+01    0.565735695359520108E+02    0.242134401264474484E+02    0.182333632882984142E+01    0.427873428026684053E+02   -0.287416848249546229E+04
    0.290195364535709910E+01    0.567032123509677746E+02    0.241934554464228349E+02    0.224789540570278001E+01    0.281304764695281442E+02   -0.287413116116881019E+04
