"RA" "DEC" "lambda"
55.2624578291905 23.7226504797464 7.2955995828427
56.1066703886442 24.6812621946796 6.6955995828427
57.4854085544229 23.2185920039546 0.995599582842701
56.1799304047828 25.8754123373101 2.4955995828427
56.5130556672089 25.5446847435417 1.7955995828427
56.8370689783144 25.5257439850178 0.295599582842701
56.4359037394725 25.3850784762297 10.1955995828427
55.6848337007112 23.1044774497786 8.9955995828427
55.7467356788334 22.9008919030506 2.8955995828427
56.0467450953314 23.3792759224754 2.2955995828427
57.30267559124 25.7019904301308 8.0955995828427
57.5065546260986 25.4003942715786 6.2955995828427
57.5615051193101 25.4249225476215 8.7955995828427
56.7668613691332 21.9712463950346 3.1955995828427
54.395483855977 24.2365120200556 1.3955995828427
58.193504939697 24.5614412825085 8.4955995828427
55.9833396869772 25.6070274832055 11.5955995828427
58.6159964871989 21.3896980991452 1.6955995828427
58.6450174467505 21.8837987357317 5.7955995828427
54.2404311879873 27.4464573135219 1.3955995828427
52.9267617387233 23.6494757728361 -1.1044004171573
56.9328372641633 26.2241678366166 8.7955995828427
56.3125291997131 26.8913884264764 -0.704400417157299
54.5941328340449 22.49958103256 0.795599582842701
54.8061959924582 24.4664199885339 1.1955995828427
54.2644889073718 24.7431726143512 6.2955995828427
55.1008096693649 24.5844530665782 6.5955995828427
55.1298802870782 25.1479757670052 8.0955995828427
58.0842405153122 22.1868896204147 0.495599582842701
58.2373873756011 22.4336257838012 6.5955995828427
56.2810338653858 22.2934925268308 0.695599582842701
55.829353898331 22.4491104006883 2.9955995828427
56.1742796807199 22.4644526611374 1.4955995828427
53.7437596833045 19.312784733051 0.895599582842701
59.9829501517464 25.6640364872788 8.7955995828427
54.8717625123205 26.1269201662265 0.595599582842701
58.0549799777616 26.1958879043812 7.4955995828427
56.0640548108956 26.3311490875229 1.8955995828427
54.478294547328 25.4419953279822 5.9955995828427
54.9881206171913 26.1166880408083 9.6955995828427
58.0508108633838 26.3690928634295 7.5955995828427
58.3806827904909 26.5279704909944 3.4955995828427
59.2246196188842 22.7172815781322 -0.00440041715729911
59.6493392004834 19.5074982854039 9.8955995828427
54.8338117294971 28.9923598060904 0.795599582842701
55.0965309698893 29.3420546962939 7.4955995828427
61.9545328469064 21.0182044979642 7.0955995828427
61.6389665997303 27.5239443603045 0.195599582842701
57.5515858486659 27.8592675734492 1.3955995828427
60.4827351315685 24.7339899112132 9.1955995828427
60.7214780733705 25.880432064549 1.5955995828427
60.183145489996 25.4628075569 8.3955995828427
58.3026779809504 27.0826238776142 1.0955995828427
54.6369833554438 21.2841660992318 1.3955995828427
55.556183405374 20.5349674405833 1.2955995828427
53.8820770986149 22.8235102042167 0.495599582842701
53.3079615493035 23.0063947917426 2.7955995828427
53.7444660246767 23.5300656261637 -0.604400417157299
52.6467518356973 21.7682088740405 0.795599582842701
56.3647387003961 28.6686030967995 -0.904400417157299
61.1827637706295 25.5591717876139 6.7955995828427
61.8188338714386 26.1470703053058 9.0955995828427
61.7102876674573 25.5446480725962 2.1955995828427
60.9618602298843 26.1813970884331 4.3955995828427
57.895356133424 21.2113058127057 11.5955995828427
58.7681639827106 26.2639701628161 13.3955995828427
56.3703970999428 27.4686817225037 7.1955995828427
53.8591468725486 27.8465072620274 -0.404400417157299
58.9066907956481 28.2631570153962 2.3955995828427
59.0929483677775 21.1213654757267 7.3955995828427
55.5985742160323 27.7656212330842 8.6955995828427
60.4622721864081 22.9876595694768 12.2955995828427
60.0335445957106 23.3986543750078 -0.00440041715729911
60.7753853468942 22.8477353897246 10.4955995828427
58.989782363578 21.1774498642867 8.1955995828427
51.6786380049205 23.6364901272903 8.7955995828427
51.9252509417579 23.8035973290157 0.895599582842701
56.8448199703601 20.2786960978687 9.6955995828427
59.5071138713818 20.6767179883559 1.3955995828427
51.7031805484903 25.6966897192618 1.7955995828427
60.919436360477 25.3595896336936 7.3955995828427
58.6235849958236 27.7769588234677 9.2955995828427
60.0105488187488 26.6005223764701 9.1955995828427
55.2058133246379 21.2153506193054 9.4955995828427
60.2973540016041 22.1772643329862 9.3955995828427
60.4548963653371 22.1680538653637 7.7955995828427
56.2921288605603 27.6691935000467 9.3955995828427
57.2101692465873 22.7416589263705 12.7955995828427
56.0531216822615 24.0316888302681 4.0955995828427
60.7688481303648 23.8305271862336 10.3955995828427
60.3683972959356 23.7637891531474 8.6955995828427
55.7623074771305 24.6696713621711 2.7955995828427
56.1105891595758 24.4864583106221 8.8955995828427
53.9835827918079 25.3664775547764 7.7955995828427
61.5831473982863 22.7362816764982 3.8955995828427
59.1508698720352 20.118606922471 10.0955995828427
57.8806837840783 28.2584044793219 1.2955995828427
55.5365853509945 28.7968394620578 2.1955995828427
53.5922033581096 27.3959460227192 8.1955995828427
56.1170794686296 19.1849325488511 2.3955995828427
58.3503969724581 19.4212067226027 7.3955995828427
54.1936719578107 28.2516473829515 10.0955995828427
56.6366317548207 19.2917176025164 9.3955995828427
57.0713088221296 19.1530711662038 8.9955995828427
56.8405773477814 19.3079861673506 7.7955995828427
51.4120704786804 25.5963244827512 9.2955995828427
59.667395471489 28.4457149590265 2.3955995828427
59.2412879547417 28.62454438598 10.7955995828427
51.7669232045861 22.1375884731718 8.3955995828427
52.2439252072248 26.3034315371146 8.3955995828427
52.2888519464457 27.3581363089464 8.7955995828427
53.0005082617317 27.0779087047283 2.7955995828427
62.4058094324972 23.6729627365548 11.9955995828427
56.3942556926939 29.169731634679 1.3955995828427
56.703821055383 29.3799470925045 3.0955995828427
56.2492284232161 29.2081740201429 11.7955995828427
52.5704129245511 21.590448976165 0.895599582842701
52.5683825368015 21.5908371664857 8.1955995828427
52.082755569514 21.5415006819229 10.1955995828427
52.3967246747081 20.9408563255686 5.8955995828427
52.8323493053811 21.0191544966936 9.2955995828427
52.390388589978 21.7104985887442 2.7955995828427
53.0098588816271 21.3861868611331 8.6955995828427
53.0481394554319 21.4654779474914 10.8955995828427
53.3602805006329 21.5415591386233 5.5955995828427
54.7645841755272 21.4221911903113 8.6955995828427
54.2952757888646 21.2027111812525 9.3955995828427
55.0274907443055 21.149945636429 13.4955995828427
55.0437235968199 21.7460334918557 8.0955995828427
55.147217848841 20.965689069337 7.3955995828427
55.1576047268787 21.4062389102097 10.1955995828427
55.7739106866368 21.0303188592231 9.1955995828427
55.6379216235173 21.7046564241248 8.9955995828427
55.6070351164543 21.1926240273824 0.795599582842701
55.1991665820693 21.7227374580732 10.3955995828427
54.0894541329651 19.5592591943918 -1.1044004171573
55.2143778883739 19.546128015271 7.9955995828427
55.1349327829608 19.9083153648529 9.5955995828427
54.7925752072236 19.9251402670928 8.9955995828427
55.5753708756535 19.1258457567531 15.2955995828427
54.9752938837941 19.9518646402877 8.5955995828427
55.6592501675992 19.4826212155293 10.6955995828427
56.2496992725575 19.3567564578367 9.4955995828427
56.1971096617701 19.9281691410901 10.7955995828427
55.7407877077448 19.7850166766813 11.7955995828427
56.287073019123 19.7249550542265 11.3955995828427
56.6638368865049 19.6644775441244 2.7955995828427
57.3567211681245 19.2084382570449 5.7955995828427
56.8353075726103 19.9071098485508 12.8955995828427
58.3289122801356 19.4067102215094 17.4955995828427
58.0033988711547 19.5967659780489 1.1955995828427
58.1272470673849 19.6776508941351 9.5955995828427
57.6239098635559 19.3504029934673 11.3955995828427
57.5248726203101 19.931551802768 9.6955995828427
57.8361644505004 19.6438227552688 8.0955995828427
57.7357485645778 19.260900346387 3.9955995828427
58.5522370552526 19.2516134890961 15.6955995828427
58.5289907020495 19.3206395085652 9.9955995828427
59.0609471933458 19.5754175196436 9.6955995828427
58.8594308117251 19.3957706597607 10.6955995828427
58.378178102203 19.9066841123759 8.4955995828427
58.8426054794316 19.6994880457341 8.5955995828427
58.6162044026835 19.5937932407293 1.8955995828427
59.0997199355743 19.3981660574974 10.0955995828427
58.8068259049159 19.5045891148548 8.0955995828427
59.2562895365631 19.3894702529836 10.0955995828427
59.2081307266861 19.9304255461805 8.5955995828427
58.7079882434455 19.8458143545991 8.7955995828427
58.6584011434707 19.9062701971289 9.1955995828427
59.6921414497557 19.9488575723178 12.0955995828427
59.5364151730958 19.9713002260834 8.7955995828427
59.340473239989 19.1342410451745 8.2955995828427
59.4088832572988 19.309762218071 7.3955995828427
59.4082036338871 19.3098578572431 10.8955995828427
59.8193551766198 19.7408780345013 8.4955995828427
53.0637558214103 20.7948945792269 8.7955995828427
58.8720487998496 20.327305232587 8.5955995828427
54.1210389730114 20.1887637116405 7.9955995828427
53.6510844803996 20.5991428184483 2.0955995828427
55.2128122579347 20.6881366770391 10.3955995828427
55.3062453623476 20.8547464881972 7.2955995828427
55.6160234134482 20.6096021779785 8.6955995828427
55.5579223536015 20.3621195529272 8.6955995828427
55.6237750673902 20.8110085971127 9.2955995828427
55.8281087291853 20.1290325598688 8.1955995828427
55.7441422692474 20.2125089521083 10.1955995828427
55.7568316638842 20.3372117211837 10.1955995828427
55.7798081518087 20.6991586280353 15.0955995828427
57.0476062828439 20.7784227750086 9.0955995828427
56.5806105864329 20.8797079746176 2.3955995828427
56.7736543651801 20.0102791916965 9.4955995828427
57.3990275686507 20.1079446967098 10.1955995828427
57.4836443868929 20.381182342018 9.6955995828427
58.0467528656975 20.875969712341 8.3955995828427
57.5404883814452 20.6983438945191 11.7955995828427
57.6183944529008 20.3168989739986 9.0955995828427
57.6411120391287 20.3273020139586 10.9955995828427
58.8877001695157 20.6250893871036 8.8955995828427
58.9788233922211 20.1318386206186 8.7955995828427
58.8432952071702 20.7326156027798 10.1955995828427
59.1396948601088 20.5556311256305 11.4955995828427
59.0472251169158 20.5749267540333 8.2955995828427
59.2858427677903 20.1285634486917 10.2955995828427
59.8725872831917 20.5747879059601 11.6955995828427
59.847916731026 20.3380599351822 10.5955995828427
59.2715381070637 20.737885955229 10.8955995828427
60.011024668059 20.0350454879306 9.3955995828427
59.5746774044509 20.4519686628015 10.5955995828427
59.4937492838842 20.40544973452 8.8955995828427
59.5320610499206 20.3939415075506 8.8955995828427
60.1900542166176 20.6250003873915 9.8955995828427
60.351688559444 20.2876602330295 12.2955995828427
60.6084052238182 20.0222605774807 8.7955995828427
60.6133350257247 20.0860508395253 10.1955995828427
60.8645594178837 20.3749893501362 2.4955995828427
56.0104007527474 21.2210996317151 8.7955995828427
56.2911948310146 21.7044894275579 0.595599582842701
56.2979841045808 21.241447642785 11.2955995828427
56.4455616851214 21.7470045406098 10.1955995828427
55.8827446638342 21.6055869353216 9.3955995828427
56.6058432499938 21.4250696013968 3.0955995828427
56.1659391102157 20.9117223450173 10.7955995828427
56.6238850403569 21.0379794935954 9.5955995828427
56.5929821361496 21.0888883838603 10.8955995828427
56.5324685579482 21.3452755125823 11.2955995828427
56.6048839807899 21.4382027950503 7.7955995828427
56.7148735061333 21.5196120249032 11.9955995828427
56.5669924730804 21.6860793463916 10.1955995828427
56.2202548014791 21.5712003974964 9.3955995828427
57.3050738526653 21.366918769023 10.0955995828427
56.9657239622027 21.3333705237309 2.6955995828427
56.8797019896144 21.1808800258171 8.7955995828427
57.3438054171651 21.6322716244043 9.7955995828427
56.892358442013 21.7467994398722 3.1955995828427
57.4599503860376 20.9666343825145 8.0955995828427
57.6138484155004 21.409869861326 8.9955995828427
57.2009055197313 21.4112592282054 8.3955995828427
57.1826979353224 21.1258136973061 12.0955995828427
57.8192505239141 21.0596949427453 9.2955995828427
57.7115833205045 20.9087310951819 8.9955995828427
58.3815257768741 20.9574646488529 8.8955995828427
58.2431751721478 21.0888765057588 9.5955995828427
58.2422069869775 21.42409492151 7.4955995828427
58.2599102755511 21.6600411628894 1.2955995828427
58.1902585944691 21.6888324813112 7.1955995828427
58.5681082940839 20.9299334261227 10.3955995828427
58.4704539530156 21.3964909123596 17.1955995828427
58.1492640033233 21.3563574745418 8.5955995828427
58.5563321911637 20.9772714540369 10.0955995828427
58.4575084264471 21.3542819658872 16.7955995828427
57.9254140276632 21.6682519869204 2.2955995828427
58.1270461902512 21.7339574097343 16.7955995828427
58.0182504592685 21.7608463099619 9.6955995828427
59.3131300120304 21.5157117882099 3.2955995828427
59.3119899094779 21.5170237512328 8.3955995828427
58.7650415591735 21.5193744419235 9.8955995828427
59.1614984463311 21.5856199887595 8.9955995828427
59.2908827116092 21.6075219268358 9.7955995828427
59.3270194293034 21.62561424096 13.6955995828427
59.4681052403774 21.0377587952606 8.5955995828427
59.5426911059943 20.9487895454233 10.7955995828427
58.8757869679659 21.0194931371832 14.1955995828427
58.8831225786042 21.0794147122721 2.2955995828427
59.4045738137987 21.0300228361847 10.1955995828427
59.4233477504713 21.3043673266949 10.9955995828427
59.5025536740131 21.3057766006705 13.4955995828427
59.0189204467494 21.5450786817398 7.1955995828427
58.9587801395783 21.7243565185143 7.2955995828427
60.139941979774 21.4528181508009 9.5955995828427
60.242725888891 21.5588352275245 14.6955995828427
59.7085894420246 21.614693206066 10.8955995828427
59.8811287769517 21.2717669428086 8.2955995828427
60.3585487787642 21.5857442217063 8.9955995828427
60.440911836203 21.7347005156561 11.4955995828427
59.8722105955454 21.6655733536698 10.1955995828427
61.2973518163281 21.3098202196383 9.2955995828427
62.1321880583296 20.938020408939 2.0955995828427
61.7318792157207 20.9362812955186 8.4955995828427
62.1969955854191 21.4701959623486 8.4955995828427
52.2305317028932 22.2580746294653 9.3955995828427
52.0669516700883 22.4589037955692 10.7955995828427
51.6705083707687 22.4377291539908 1.2955995828427
53.4125128362615 22.3523879921689 9.7955995828427
53.274312913463 22.1341595900421 2.1955995828427
53.2636368138857 22.4858352833208 10.1955995828427
53.2937543563534 22.521925841329 5.8955995828427
52.9763910328414 22.4801189844371 16.5955995828427
53.5798269766108 22.4665852736095 8.9955995828427
54.1838427649384 22.0274009981778 10.2955995828427
54.1177650915681 22.5254062566653 2.6955995828427
54.1007754062511 22.6234168741669 8.0955995828427
54.2254432418225 21.9674231712233 12.4955995828427
54.4223192500505 22.2885579413755 9.1955995828427
53.9433662810091 22.413838162202 9.5955995828427
53.7289541880135 22.0795642681919 7.7955995828427
54.3593699421325 22.5752095627866 11.7955995828427
55.0499217970457 21.8088455360207 11.3955995828427
54.9341065291978 22.1293360135193 7.0955995828427
55.2293680009629 22.3496373575184 6.2955995828427
55.3477740208836 22.0316641472394 9.6955995828427
55.2683723493366 22.5317980140782 0.895599582842701
55.3555201149646 22.5488984292209 8.0955995828427
55.3333189975061 22.6316039191568 7.2955995828427
54.8210860492464 22.4530213110229 12.1955995828427
55.4119265639319 22.2778585546815 8.3955995828427
55.5441934177805 22.301521004158 9.5955995828427
55.5069853909546 22.3907635987341 8.0955995828427
55.6001519878834 22.4210357311145 0.995599582842701
55.4567011070111 22.493486587425 10.0955995828427
55.5164658661025 22.4268020695707 3.2955995828427
55.4377959106824 22.4671378399097 9.9955995828427
55.6138046074025 22.5734844985917 8.2955995828427
55.6848201046879 21.8536003749676 8.8955995828427
55.6485000402905 21.8416366662659 7.1955995828427
56.1293230082195 22.2541124065945 6.8955995828427
55.7771025426909 22.2970167755231 10.4955995828427
55.7343425265428 22.3773345945335 10.9955995828427
56.243250100512 22.1916409617981 10.4955995828427
56.1228885003422 22.4235440129217 10.6955995828427
56.1062753322794 22.4638348467229 11.2955995828427
56.3104841458745 22.4912421897703 16.8955995828427
55.8643535859188 22.6281044456781 9.5955995828427
56.92066073571 21.8180571710965 10.3955995828427
56.936089899941 22.2122352721856 10.5955995828427
56.8351062383414 22.3657351154618 8.8955995828427
56.9361502629393 22.3981237734465 8.3955995828427
56.503846375834 22.2082049156849 10.6955995828427
57.0238036261363 22.635948448106 9.2955995828427
56.4130324233596 22.0730234069289 9.3955995828427
56.9918262607964 22.114127941358 11.5955995828427
56.8655081817884 22.1607606543646 12.4955995828427
56.8435955461142 22.5197017738156 9.7955995828427
56.9988990609904 22.6005049735326 13.4955995828427
56.3606441342196 22.5255616008475 7.7955995828427
56.6129231420945 21.806234064034 15.3955995828427
57.2623593569068 21.9129888474041 9.6955995828427
57.0888339245829 21.9682448331562 10.2955995828427
56.7091240559307 22.2117889904468 9.9955995828427
56.6304876228888 22.3054703180038 9.4955995828427
56.8155732496808 22.3547402198365 9.1955995828427
56.6691354107574 22.3676875266971 9.8955995828427
56.8121812288898 22.4700184882629 2.3955995828427
57.0734233150987 22.066895157851 8.2955995828427
57.1941858253466 22.0701049247243 2.6955995828427
57.2715871721031 22.0812396594092 11.5955995828427
57.1598891054069 22.5643528558957 12.4955995828427
57.3915218757027 22.2766133859335 13.2955995828427
57.3737795841106 22.3036516088375 8.8955995828427
57.9662707603918 21.8226592930326 7.2955995828427
57.4238072084037 21.9386191997896 10.5955995828427
57.964858264698 21.8213097982332 7.9955995828427
57.3564906920395 22.3122993985245 9.7955995828427
57.3977648181497 22.3905648866238 9.1955995828427
57.2969236515985 22.6094092268079 -0.604400417157299
57.4518557687254 22.1800526906297 7.2955995828427
57.7755185576821 22.6335412316203 9.0955995828427
57.633150019311 22.1464637909804 7.4955995828427
58.0339676698818 22.1505995136169 6.2955995828427
58.0769281587877 22.0147945820747 6.1955995828427
58.0278072736924 22.0206113913018 9.2955995828427
58.1436394183659 22.5020702143398 6.1955995828427
58.215505363852 22.5257303348356 7.1955995828427
58.0232414502509 22.5820037526267 6.3955995828427
57.655878977429 22.4689060051972 7.9955995828427
57.5918376335488 22.6256598349052 7.7955995828427
58.2675559372689 21.8899351813375 10.1955995828427
58.8559112287274 21.7809013618064 10.4955995828427
58.8928557038086 22.3914300582181 13.3955995828427
58.3974544834905 21.784922381804 11.3955995828427
58.3233235109598 22.3953005070523 6.8955995828427
58.470132821616 22.4184584096604 2.4955995828427
58.4721816187114 22.5104213587393 10.2955995828427
58.609019602876 21.8924008649468 0.695599582842701
59.0463704671399 22.2210650181229 2.7955995828427
59.1685387623109 22.1462613468696 9.7955995828427
59.0408999652391 22.466419711902 8.4955995828427
59.0400173280405 22.4670101257705 10.0955995828427
59.0038162071895 22.4857376308848 13.8955995828427
59.7911285937856 21.7672299137428 13.5955995828427
59.8621740784489 21.8052445539492 8.4955995828427
59.3926121554314 22.2192092525091 9.7955995828427
59.2311450589475 22.1400733963417 9.5955995828427
59.3833469243777 22.4333644657349 9.2955995828427
59.7793803936734 22.4634113825378 9.5955995828427
59.9159862333559 21.9077283793822 8.1955995828427
59.9684520519209 22.3659941521398 7.9955995828427
59.5214791169627 22.2910648827688 15.3955995828427
59.5726323522915 22.1980218502738 12.0955995828427
60.0428816456341 22.0381339433451 8.2955995828427
59.4556954542269 22.1419702570226 10.7955995828427
59.999386207766 22.091528966716 8.8955995828427
60.033996908297 22.5336305288342 11.1955995828427
54.0930822780929 22.7423818230065 8.3955995828427
53.5807023946096 22.8117109275184 10.7955995828427
54.1600164343312 23.1455718800654 9.5955995828427
53.457535060927 22.9387699338729 9.4955995828427
54.0160343703712 22.8676070128024 14.1955995828427
54.024667468231 23.0232339278459 14.8955995828427
53.8281745841596 23.4390871062201 10.7955995828427
54.4044990234129 23.1827255780136 8.6955995828427
54.3188660762458 23.1845098445697 8.2955995828427
54.3665937634466 23.0387576284907 12.9955995828427
54.811559544448 23.3921300736371 13.8955995828427
54.2119904587428 23.3039503699577 2.6955995828427
54.462494139177 22.7014676806798 7.5955995828427
55.0291842319883 22.646537464147 9.1955995828427
54.9366250744288 22.6542691051925 8.5955995828427
55.0531005742887 23.159869625765 7.4955995828427
55.0403353091972 23.1756962169076 8.3955995828427
54.9304424306184 23.2070581673338 9.4955995828427
54.9215806448608 23.2907845675561 0.695599582842701
54.9889829808522 23.3283684297957 9.0955995828427
55.0993475197158 23.0691357552675 8.4955995828427
54.9571198656794 23.0573012102818 8.6955995828427
55.1094814516687 23.3580674033802 8.4955995828427
54.9112153317228 23.3889365013943 8.4955995828427
54.9212891177998 23.4731604436029 9.1955995828427
54.4850860461945 23.3823963900053 7.3955995828427
55.3598166438147 23.1340825212571 8.4955995828427
55.8522333214858 23.2258495219612 2.0955995828427
55.1799876390126 22.831619777609 8.8955995828427
55.7496783952849 22.7143277285662 11.7955995828427
55.829206787182 22.7862542386746 9.8955995828427
55.7355793229358 22.8549941787625 10.4955995828427
55.7152975163294 23.1454864893289 9.6955995828427
55.1479480800719 23.2186361583017 13.1955995828427
55.2159327014334 23.2306752712241 7.8955995828427
55.3582102240559 23.2599012100514 8.6955995828427
55.3457054357117 23.4869010858588 -0.304400417157299
55.21018324572 23.418415605962 1.5955995828427
55.2269646167917 22.9071307962669 9.0955995828427
55.6970421133894 23.0111482276305 12.0955995828427
55.8440085909252 23.0156251634296 10.8955995828427
55.6511019188407 23.3679830259083 7.7955995828427
55.6417474854883 23.4144152865838 10.4955995828427
55.7558496528396 23.4917674710215 9.0955995828427
55.6766005563595 23.5028362764658 4.1955995828427
55.7222196259272 23.5186546251847 7.6955995828427
55.1644129804968 23.442995061765 11.0955995828427
55.5640188693257 23.1919950065822 9.0955995828427
55.8602054788404 22.7117600350739 7.7955995828427
55.8719096570396 22.7346906643146 -0.104400417157299
55.8640642372104 22.6646914909292 17.3955995828427
56.021899020428 22.8370817605501 15.8955995828427
56.038820602619 23.1463439101155 9.4955995828427
55.9024017319217 23.209413749137 9.2955995828427
55.9478843769275 23.2116988942921 2.0955995828427
56.0764649590518 23.2561607413875 14.0955995828427
55.5239435737782 23.1206725548185 11.6955995828427
55.4321749213751 23.1332903549903 11.1955995828427
