"","pmRA","pmDEC","i_K","Y","J","H","K","ps","pb","RA","Dec","err_RA","err_Dec"
"V602",15.8144311904907,-40.5978164672852,3.20720600128174,13.8276662826538,13.2426118850708,12.6450004577637,12.3888747787476,0.999093491041308,0.0170944605211021,57.4022253259705,24.3038623453315,3.013491e-07,3.0133603e-07
"V9",14.2075061798096,-40.6825904846191,3.51066421508789,14.4653358459473,13.863245010376,13.3142156600952,12.9839151000977,0.999092586178332,0.0569721577548586,58.5113416046998,23.5836382649453,2.2795066e-07,2.2795066e-07
"V102",15.8432903289795,-41.273494720459,3.31096004486084,14.2237997055054,13.6402654647827,13.1111249923706,12.7920558547974,0.999089323353215,0.00588072052278432,56.8797019896144,21.1808800258171,2.9804835e-07,2.9804835e-07
"V379",17.8375339508057,-40.7323455810547,3.53328037261963,14.9337635040283,14.317892074585,13.801908493042,13.4498414993286,0.999085904401461,0.00053216120568822,55.0296081142633,24.2175911297514,2.1261609e-07,2.126115e-07
"V219",18.0194187164307,-39.7595825195312,3.40639041900635,14.1019468307495,13.5318813323975,12.9089416885376,12.5689914321899,0.999084998828372,0.0192676322237774,55.3598166438147,23.1340825212571,2.45121e-07,2.45121e-07
"V748",15.674506187439,-38.4190330505371,3.98316764831543,15.9075155258179,15.2075777053833,14.6431121826172,14.2626533508301,0.999083848019726,1.28255338571748e-07,56.6334722170356,24.4761789019272,4.9611174e-07,4.960535e-07
"V189",16.3522396087646,-42.0132827758789,3.60979843139648,15.0998554229736,14.4574594497681,13.921329498291,13.5733394622803,0.999083435111409,0.000471516124629034,58.2675559372689,21.8899351813375,2.819466e-07,2.819315e-07
"V433",14.3503303527832,-38.1655311584473,3.45406841278076,13.83762550354,13.2288599014282,12.607649269104,12.3172328567505,0.999080724434772,0.346665548817875,55.9656424243308,24.2377789478526,1.9164e-07,1.9164e-07
"V489",14.4177341461182,-37.8089218139648,3.88218307495117,15.6133632659912,14.9331932067871,14.4102735519409,14.0204696655273,0.999073204505018,3.92182923678597e-05,56.7577007100244,24.2244448587625,2.6000473e-07,2.5999634e-07
"V716",14.7692308425903,-38.6499938964844,3.38688682556152,13.4005784988403,12.7855500793457,12.2424005889893,11.9149959182739,0.999069729640823,0.724764875435326,55.951881621796,25.0434881046079,3.1290466e-07,3.1288056e-07
"V213",18.1449222564697,-40.7152252197266,3.33067153930664,14.1607990264893,13.59206199646,13.065260887146,12.7534749603272,0.999068184960816,0.0168857896793942,54.9571198656794,23.0573012102818,2.2867627e-07,2.2867627e-07
"V550",15.6968011856079,-37.3471527099609,3.36604904174805,13.6770458221436,13.1181240081787,12.5389995574951,12.180352935791,0.999067845868221,0.146377908455323,56.3532988755393,24.3458727345083,2.5063028e-07,2.506179e-07
"V180",18.5582885742188,-40.8918914794922,3.44917510986328,14.4496297836304,13.8463506698608,13.2975425720215,12.9725358581543,0.999067801167921,0.0118464508585213,57.7755185576821,22.6335412316203,2.47571e-07,2.4755906e-07
"V181",16.4629039764404,-38.0863380432129,3.18902038574219,13.5070247650146,12.9652671432495,12.3640003204346,12.0780027008057,0.999067769582046,0.0471559256912293,57.633150019311,22.1464637909804,4.1263002e-07,4.1263002e-07
"V668",13.5269184112549,-43.1363677978516,6.02758502960205,18.5285263061523,17.3842906951904,16.6516437530518,15.9443883895874,0.999067762725739,0.00227154149695608,54.8283656671311,24.4604702085392,1.1266904e-06,1.1266904e-06
"V1920",16.4510269165039,-41.5547752380371,2.90587520599365,NA,12.3459997177124,11.7180004119873,11.4670000076294,0.999066739416684,0.0101123956383959,55.9744422782349,25.4750824266415,2.1727259e-07,2.1727259e-07
"V951",14.6090183258057,-39.859130859375,3.56374858856201,13.5132293701172,12.8672418212891,12.3039999008179,11.9553830718994,0.999063374567042,0.941959541819051,57.4460170185046,25.7102038656136,2.8411392e-07,2.8410196e-07
"V157",18.584981918335,-39.6028289794922,4.43880939483643,16.546838760376,15.7598781585693,15.2239227294922,14.7630949020386,0.999060494601249,1.36239353132339e-09,56.8655081817884,22.1607606543646,5.616995e-07,5.61615e-07
"V642",15.6778440475464,-41.2382774353027,3.14416622161865,13.3064975738525,12.698823890686,12.1420001983643,11.8612287139893,0.999058969759418,0.0820210625672859,58.7873960049744,24.0840343542172,1.9510608e-07,1.9510024e-07
"V708",14.8124399185181,-36.5318946838379,5.31846714019775,17.4897861480713,16.4936141967773,15.8533411026001,15.3037328720093,0.99905722822975,0.000276272552484413,55.9179180776796,24.5031800930752,2.6500106e-07,2.650009e-07
"V2370",13.2782897949219,-44.2885398864746,1.4399995803833,NA,9.86299991607666,9.51200008392334,9.38500022888184,0.999056574653894,6.23793812826179e-07,57.5888105484564,23.0962628931377,1.3616203e-06,1.3616203e-06
"V922",17.7404117584229,-42.4021224975586,2.73764728546142,12.4265309143066,11.8433169937134,11.2250003814697,11.0023009872437,0.999053846910874,0.000290557894384147,56.8410183559671,25.8978916386173,2.075284e-07,2.075284e-07
"V475",15.5011348724365,-37.2492179870605,3.38968299865722,13.900071144104,13.2965364456177,12.6557258987427,12.3784339523315,0.999051304150636,0.0799099214766767,56.199366972069,24.2145572038683,3.1032272e-07,3.1030845e-07
"V2386",21.0738296508789,-37.4129219055176,1.42500019073486,NA,9.69299983978271,9.36400032043457,9.25599956512451,0.999049141117226,2.22976224550919e-06,57.4142179072015,23.290008196693,5.1131207e-07,5.1131207e-07
"V136",18.3916301727295,-41.390739440918,3.31675647735596,13.8533668518066,13.2647075653076,12.6833710098267,12.3943250274658,0.999048446019129,0.0808136893128495,55.5069853909546,22.3907635987341,1.970845e-07,1.970845e-07
"V2349",16.2554454803467,-39.3442230224609,1.91200065612793,NA,10.4709997177124,9.95899963378906,9.84799957275391,0.999043355377379,4.37340797118102e-05,56.3424528388725,23.4716834793692,2.3989125e-07,2.3987923e-07
"V568",15.0290851593018,-39.6070213317871,3.07474063873291,13.1610956192017,12.6728286361694,12.0539999008179,11.7806727981567,0.999042937802525,0.0362582404621163,57.1663154650035,24.2118385474205,2.690075e-07,2.689982e-07
"V500",15.4893655776978,-37.6936340332031,3.42135070800781,13.6955442428589,13.1248474121094,12.5729999542236,12.1796720123291,0.999041865926082,0.236471011985482,56.8615264540239,23.6340335440974,2.7237928e-07,2.7237928e-07
"V770",15.4382066726685,-40.6374855041504,3.36709522247314,13.0346326828003,12.4269361114502,11.8660001754761,11.5459029769897,0.999039890054623,0.894339222531183,57.0845878614754,24.915209494203,2.604145e-07,2.604145e-07
"V313",17.1828746795654,-39.566291809082,5.37879467010498,17.2669086456299,16.3538188934326,15.7343950271606,15.1913080215454,0.999039673778048,0.00447975238897869,57.6581252019105,23.051415314246,6.9178003e-07,6.917748e-07
"V108",15.5904712677002,-42.2384948730469,3.32255100250244,13.8379936218262,13.2358779907227,12.6775640869141,12.3764684295654,0.999036923852251,0.137522440762005,57.8192505239141,21.0596949427453,6.063667e-07,6.0629765e-07
"V319",15.2776126861572,-38.7175941467285,3.22949813842773,13.8878746032715,13.3388624191284,12.7881817245483,12.4926879501343,0.999033255058149,0.0156980303682777,57.0635005888638,23.4348411310531,2.859151e-07,2.859151e-07
"V656",15.9811429977417,-37.571907043457,3.35628913879394,14.2714614868164,13.7016506195068,13.1139516830444,12.8381383514404,0.99902698730815,0.00721774848660517,59.8037928654645,24.2884806524369,2.2230469e-07,2.2230469e-07
"V461",14.458927154541,-37.4653739929199,3.46217178344726,14.2539644241333,13.6680507659912,13.1131105422974,12.7532289123535,0.999024303521517,0.0341640571239649,56.5977891207065,24.0309040324444,1.767518e-07,1.7674915e-07
"V134",16.8521175384521,-41.012939453125,3.24044155120849,14.0177841186523,13.4433135986328,12.8741888427734,12.574079284668,0.999023827987205,0.00489011779316395,55.4119265639319,22.2778585546815,2.8358872e-07,2.8357783e-07
"V900",17.1678695678711,-42.0053672790527,4.68980503082275,16.0008354187012,15.1798629760742,14.5741472244263,14.1216535568237,0.999020557892468,0.999949422956632,55.420413672134,25.9067299248714,2.974089e-07,2.974089e-07
"V885",17.1612987518311,-41.1364288330078,3.18640064239502,13.616265296936,13.0248603820801,12.4479999542236,12.1315867996216,0.999019619707056,0.0196977396715502,55.1680083940384,25.8467410628034,3.0565164e-07,3.0565164e-07
"V836",15.6955194473267,-41.9017219543457,3.22524951934814,13.0019036102295,12.3891505813599,11.8339996337891,11.5283391571045,0.99900667724627,0.632803651695552,58.1287907368502,24.5443665892412,1.6732781e-07,1.6732636e-07
"V465",15.4605007171631,-38.7078437805176,4.44581604003906,16.249662399292,15.4379167556763,14.8721351623535,14.4242820739746,0.999005309915721,0.000356555109418344,56.2894264713862,23.9790966385562,2.9951147e-07,2.9949862e-07
"V2333",16.4337368011475,-40.7192764282227,2.76556800842285,NA,11.9956197357178,11.3409996032715,11.1006295776367,0.998989220684547,0.00357521425943597,56.7379101461102,23.2506375910326,2.1038633e-07,2.103819e-07
"V266",12.1589508056641,-39.5578269958496,6.65083122253418,19.0892028808594,17.7402076721191,16.8051872253418,15.9547939300537,0.998988356858987,0.999910362656913,56.6213080769,22.9965315698366,1.2004888e-06,1.2004888e-06
"V3",17.2022132873535,-39.3196487426758,3.23240016937256,13.9907140731812,13.421781539917,12.8491262817383,12.5797259902954,0.998985253191885,0.00795143405717924,58.0068702659338,25.0247232458486,2.9542818e-07,2.9541587e-07
"V25",16.9459686279297,-38.2572860717773,3.4520845413208,14.7026529312134,14.1009511947632,13.5493459701538,13.2384405136108,0.998982772086089,0.00110434219286815,56.4124625765948,23.9502458703002,2.4579543e-07,2.4578057e-07
"V871",17.6494541168213,-42.6618995666504,3.55563068389893,14.8432846069336,14.2008190155029,13.6397933959961,13.3037824630737,0.998979289083466,0.0025608916777814,54.991041318574,25.9249287116335,1.886392e-07,1.886392e-07
"V439",14.5793743133545,-39.30859375,3.71371959686279,14.1995868682861,13.5728626251221,12.9546903991699,12.5868613815308,0.998976294273216,0.657848482273394,56.2782496868873,23.614322760715,1.5237714e-07,1.5237435e-07
"V2021",18.1077613830566,-40.7475128173828,3.20866226196289,NA,12.5010004043579,11.8959999084473,11.6051976776123,0.998973928618836,0.386234768486331,56.0974889713867,25.358301533647,2.8810638e-07,2.8809896e-07
"V752",14.1772756576538,-38.0153160095215,3.71701526641846,15.1897439956665,14.5490522384644,13.9832544326782,13.6445379257202,0.998972792423448,0.00231893348759804,56.3529152326147,24.6461906786135,4.3383298e-07,4.337952e-07
"V477",17.8856754302979,-42.3211784362793,1.67500019073486,10.2876504135132,10.2609996795654,9.83500003814697,9.72999954223633,0.998970433647451,3.45167427973081e-08,56.2636637319846,23.8393958379385,2.3074664e-07,2.3073511e-07
"V924",14.4418897628784,-40.6495170593262,3.39001583099365,13.9116353988647,13.3079519271851,12.7407144927979,12.4044120407105,0.998950681490083,0.16612278585981,56.9056498356764,25.3339692901035,2.3583578e-07,2.3583578e-07
"V811",14.7559394836426,-40.1906509399414,3.51743412017822,14.861762046814,14.268967628479,13.7107992172241,13.4047174453735,0.998946484430843,0.00174588860746294,57.1637717832412,24.8388692371676,1.7949284e-07,1.7949284e-07
"V769",15.8974924087524,-42.3072853088379,3.40811370849609,14.3339624404907,13.7892541885376,13.2325954437256,12.888547668457,0.998944443800176,0.0125308595635796,57.0897149335496,24.578782491545,1.3161888e-07,1.3161888e-07
"V803",15.2057952880859,-40.7031326293945,3.24368213653564,13.8192377090454,13.2566909790039,12.7189998626709,12.4171741104126,0.998937637640686,0.0500468589381846,57.765003973699,24.5431590345919,1.2909398e-07,1.2909295e-07
"V2557",17.4879112243652,-39.6406097412109,2.53400039672852,NA,11.4700002670288,10.78600025177,10.6049995422363,0.998932064344835,0.00387558754870154,55.9673204301814,24.8415059925296,4.215919e-07,4.2151697e-07
"V310",16.3136940002441,-37.6265716552734,3.52319526672363,14.8443746566772,14.246467590332,13.6952877044678,13.3532066345215,0.998932062408887,0.000816695253559652,57.5732771168914,22.933048120975,2.8008637e-07,2.8008637e-07
"V230",18.0303001403809,-38.9323997497559,3.41922306060791,14.4105892181396,13.8238172531128,13.2822952270508,12.9520919418335,0.998929920110232,0.00848394361985338,55.2269646167917,22.9071307962669,1.6790644e-07,1.6790644e-07
"V683",13.6632614135742,-38.1199989318848,3.64757274627685,14.4265384674072,13.7856340408325,13.2889089584351,12.9218146896362,0.998923709379357,0.454908558515316,55.0076754281663,25.0720576322038,3.2611857e-07,3.2610203e-07
"V450",17.753173828125,-38.856990814209,3.27071689605713,13.728009223938,13.1998119354248,12.61799949646,12.3204686737061,0.99892341465547,0.0742111073613337,56.7087411147191,23.5321961855644,3.4852144e-07,3.485012e-07
"V515",15.2576761245728,-37.3781242370605,3.31211112976074,13.8251247406006,13.2717571258545,12.6780004501343,12.3522946929932,0.998919663911046,0.0411230049634411,56.9406228597245,24.093595624811,2.1631648e-07,2.1631648e-07
