DANCe,RAJ2000,DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,BTmag,e_BTmag,VTmag,e_VTmag,rmag,e_rmag,gmag,e_gmag,imag,e_imag,Y,err_Y,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4,Pmb,Teff,e_Teff,Lbol,e_Lbol
J035421.26+245845.5,58.58857999999999,24.97931833333333,3.7,1.4,-8.9,1.4,11.678,0.08,11.114,0.082,10.819,0.1,,,,,,,9.948,0.022,9.773,0.027,9.682,0.021,AAA,9.663,0.023,9.7,0.02,9.745,0.057,,,0.0,0,0,,
J035422.51+230818.4,58.59378666666666,23.138456111111108,-2.3,2.4,-1.4,2.6,13.133,0.344,11.877,0.184,11.197,0.0040,12.287,0.012,10.656,0.046,,,9.191,0.022,8.526,0.027,8.371,0.017,AAA,8.269,0.023,8.356,0.022,8.25,0.021,8.236,0.254,0.0,0,0,,
J035422.61+233521.3,58.59420972222222,23.58923611111111,36.3,1.3,3.5,1.3,11.757,0.084,10.838,0.068,10.693,0.025,11.201,0.024,10.493,0.014,,,9.6,0.021,9.286,0.023,9.205,0.018,AAA,9.147,0.024,9.173,0.021,9.173,0.035,8.924,0.542,0.0,0,0,,
J035423.21+210511.2,58.59671972222221,21.086454444444442,2.9,1.1,0.2,1.1,11.492,0.072,9.733,0.027,9.014,0.0010,,,,,,,6.798,0.019,6.003,0.017,5.821,0.021,AAA,5.757,0.056,5.771,0.025,5.773,0.016,5.715,0.041,0.0,0,0,,
J035424.19+282254.2,58.60081027777777,28.381708611111108,5.9,2.0,-41.7,2.0,11.903,0.106,10.954,0.073,10.859,0.048,11.382,0.015,10.661,0.01,,,9.748,0.023,9.444,0.026,9.376,0.02,AAA,9.369,0.024,9.408,0.022,9.435,0.038,,,0.0,0,0,,
J035424.45+282059.8,58.60188722222222,28.349955277777774,4.1,2.1,-7.6,2.2,12.219,0.16,12.263,0.217,11.567,0.052,11.979,0.0060,11.396,0.025,,,10.54,0.023,10.288,0.029,10.223,0.02,AAA,10.196,0.023,10.212,0.021,10.227,0.069,,,0.0,0,0,,
J035424.89+193310.7,58.603697222222216,19.552962499999996,-16.4,2.6,-36.7,2.8,12.51,0.205,12.225,0.204,12.058,0.0070,,,,,,,10.775,0.02,10.382,0.02,10.323,0.017,AAA,10.276,0.023,10.301,0.019,10.04,0.056,8.751,0.414,0.0,0,0,,
J035425.19+214606.2,58.60496777777777,21.768379166666662,10.9,1.6,-33.7,1.7,12.187,0.152,11.693,0.137,11.352,0.1,11.794,0.031,11.084,0.044,,,10.165,0.021,9.833,0.02,9.774,0.015,AAA,9.71,0.023,9.746,0.02,9.653,0.046,8.743,0.439,0.0,0,0,,
J035426.14+215333.0,58.60892722222221,21.892492499999996,25.5,1.1,-38.1,1.2,11.012,0.055,10.192,0.039,9.984,0.0040,10.56,0.071,9.787,0.043,,,8.927,0.037,8.636,0.027,8.57,0.02,AAA,8.527,0.023,8.57,0.02,8.564,0.024,8.025,0.19,0.0338,0,0,,
J035426.46+214912.3,58.6102636111111,21.820085277777775,-0.1,1.3,-63.0,1.3,11.674,0.078,11.104,0.08,10.841,0.0050,11.322,0.029,10.621,0.036,,,9.742,0.022,9.425,0.02,9.354,0.017,AAA,9.319,0.023,9.357,0.021,9.349,0.035,,,0.0,0,0,,
J035426.76+245341.2,58.611483333333325,24.89479083333333,7.1,1.3,-14.5,1.4,11.586,0.08,10.34,0.045,9.903,0.01,,,,,,,8.318,0.027,7.759,0.033,7.642,0.021,AAA,7.589,0.025,7.664,0.021,7.615,0.019,7.578,0.158,0.0,0,0,,
J035427.05+215513.6,58.612692222222215,21.920445833333332,5.4,1.3,-9.9,1.3,11.856,0.1,11.025,0.079,10.796,0.0030,11.197,0.028,10.61,0.048,,,9.756,0.02,9.51,0.02,9.43,0.017,AAA,9.382,0.024,9.411,0.021,9.41,0.036,8.432,0.268,0.0,0,0,,
J035427.88+193537.9,58.616165833333326,19.59384861111111,8.1,1.3,-38.9,1.4,11.748,0.083,11.161,0.085,10.859,0.0050,11.335,0.019,10.721,0.029,,,9.69,0.021,9.332,0.02,9.266,0.017,AAA,9.198,0.023,9.237,0.022,9.2,0.033,9.023,0.504,0.0028,0,0,,
J035427.97+280243.6,58.616524999999996,28.04543805555555,6.9,2.4,-63.9,2.4,11.857,0.1,11.058,0.084,10.724,0.014,11.318,0.01,10.476,0.0040,,,9.548,0.023,9.167,0.03,9.077,0.02,AAA,9.053,0.022,9.123,0.02,9.106,0.032,,,0.0,0,0,,
J035428.06+272833.7,58.61691805555555,27.476033611111106,9.3,2.2,-8.2,2.3,11.472,0.069,11.224,0.086,10.814,0.1,11.195,0.01,10.625,0.047,,,9.836,0.023,9.668,0.031,9.575,0.02,AAA,9.558,0.022,9.574,0.02,9.531,0.042,,,0.0,0,0,,
J035428.73+210926.5,58.61970833333333,21.15735222222222,21.1,1.6,-10.7,1.7,12.289,0.166,10.853,0.064,10.241,0.0070,11.251,0.034,9.782,0.028,,,8.371,0.026,7.778,0.021,7.648,0.016,AAA,7.549,0.026,7.672,0.02,7.569,0.017,7.387,0.112,0.0,0,0,,
J035430.71+192430.2,58.62796972222221,19.408402222222218,16.8,1.5,-25.2,1.6,11.623,0.08,10.93,0.068,10.714,0.0030,11.156,0.03,10.584,0.046,,,9.575,0.022,9.288,0.022,9.224,0.019,AAA,9.147,0.023,9.175,0.019,9.155,0.032,8.961,0.541,0.0,0,0,,
J035432.02+254949.7,58.63343222222221,25.83047,1.2,2.2,3.3,2.3,13.825,0.465,11.429,0.109,10.737,0.1,,,10.069,0.023,,,8.315,0.023,7.487,0.046,7.253,0.017,AAA,7.196,0.029,7.323,0.019,7.223,0.017,7.101,0.107,0.0,0,0,,
J035433.35+260325.7,58.63893749999999,26.057128055555552,4.6,3.9,-10.5,4.1,14.069,0.505,12.47,0.234,11.845,0.1,,,,,,,10.053,0.019,9.471,0.026,9.349,0.02,AAA,9.294,0.023,9.383,0.021,9.294,0.036,,,0.0,0,0,,
J035433.36+253156.5,58.638999722222216,25.532366666666665,12.5,1.9,-36.5,1.9,11.764,0.089,10.652,0.056,10.584,0.1,,,,,,,9.456,0.019,9.165,0.028,9.076,0.02,AAA,9.038,0.023,9.086,0.021,9.056,0.03,,,0.1179,0,0,,
J035433.54+195022.3,58.63973166666666,19.839524444444443,16.4,1.4,-10.4,1.5,11.179,0.062,10.504,0.05,10.091,0.023,10.695,0.086,9.921,0.024,,,8.829,0.027,8.579,0.029,8.476,0.017,AAA,8.413,0.024,8.409,0.021,8.4,0.022,8.178,0.221,0.0,0,0,,
J035433.56+282220.4,58.63985361111111,28.37231972222222,-2.9,1.9,-3.9,1.9,11.334,0.067,10.805,0.063,10.736,0.045,11.072,0.0070,10.633,0.012,,,9.838,0.023,9.673,0.026,9.584,0.02,AAA,9.568,0.024,9.58,0.022,9.545,0.038,,,0.0,0,0,,
J035433.71+270829.5,58.64045749999999,27.141537499999995,-2.0,1.9,-2.7,2.0,12.12,0.143,11.574,0.124,11.479,0.0080,,,,,,,10.543,0.022,10.361,0.029,10.268,0.023,AAA,10.236,0.023,10.257,0.022,10.327,0.081,,,0.0,0,0,,
J035434.33+293527.2,58.64303444444444,29.590877777777774,-0.8,2.5,-10.8,2.5,12.515,0.235,10.282,0.044,9.423,0.059,10.983,0.039,8.222,0.073,,,5.989,0.023,5.041,0.016,4.766,0.017,AAA,4.645,0.08,4.52,0.04,4.649,0.016,4.519,0.024,0.0,0,0,,
J035434.84+280153.4,58.64517694444444,28.031510277777773,4.4,2.4,-6.3,2.4,12.194,0.165,11.385,0.107,11.605,0.014,11.924,0.0060,11.465,0.0060,,,10.648,0.023,10.483,0.027,10.387,0.022,AAA,10.384,0.023,10.393,0.02,10.487,0.08,,,0.0,0,0,,
J035435.73+294130.6,58.6488786111111,29.691846111111108,4.6,2.7,-4.6,2.7,13.006,0.338,11.198,0.098,10.61,0.1,12.046,0.032,9.9,0.038,,,8.077,0.019,7.272,0.034,7.039,0.024,AAA,6.96,0.032,7.076,0.02,6.978,0.018,6.943,0.085,0.0,0,0,,
J035435.79+282852.1,58.649130833333324,28.48112944444444,7.3,2.6,-10.9,2.6,12.619,0.235,11.628,0.125,11.059,0.064,,,10.727,0.0040,,,9.455,0.022,8.951,0.028,8.81,0.02,AAA,8.761,0.023,8.885,0.021,8.822,0.028,,,0.0,0,0,,
J035437.43+211726.0,58.65594833333333,21.290562777777776,36.6,1.6,-18.9,1.8,12.227,0.161,11.979,0.181,11.324,0.1,11.814,0.038,11.064,0.022,,,10.103,0.02,9.77,0.023,9.691,0.017,AAA,9.631,0.024,9.663,0.022,9.503,0.038,8.68,0.349,0.0,0,0,,
J035437.77+230244.3,58.65735888888888,23.045634999999997,-10.6,1.3,-17.7,1.4,12.151,0.146,10.789,0.066,10.166,0.1,11.245,0.011,9.639,0.055,,,8.213,0.026,7.616,0.023,7.443,0.018,AAA,7.38,0.027,7.456,0.02,7.362,0.017,7.181,0.112,0.0,0,0,,
J035437.85+272048.2,58.65771472222222,27.346729444444442,-26.0,1.4,-50.0,1.4,10.743,0.043,9.963,0.032,9.818,0.039,,,,,,,8.824,0.026,8.562,0.026,8.51,0.02,AAA,8.492,0.025,8.523,0.022,8.522,0.024,8.825,0.462,0.0,0,0,,
J035438.77+281803.3,58.661562499999995,28.300919444444443,9.5,2.1,-6.4,2.1,12.397,0.194,11.358,0.101,10.916,0.017,11.743,0.021,10.506,0.01,,,9.235,0.023,8.715,0.028,8.562,0.02,AAA,8.509,0.023,8.588,0.021,8.537,0.023,8.954,0.483,0.0,0,0,,
J035439.63+202445.7,58.665115555555545,20.412699166666663,17.7,2.3,-12.6,2.6,12.376,0.203,13.336,0.414,11.724,0.132,,,11.521,0.017,,,10.56,0.021,10.272,0.019,10.213,0.018,AAA,10.14,0.023,10.154,0.021,10.097,0.056,8.997,0.455,0.0,0,0,,
J035439.93+290933.8,58.66638166666666,29.159399999999998,8.1,2.7,4.3,2.8,12.819,0.283,11.725,0.156,11.311,0.146,12.17,0.043,10.78,0.036,,,9.402,0.022,8.759,0.018,8.66,0.021,AAA,8.574,0.022,8.675,0.02,8.577,0.027,,,0.0,0,0,,
J035439.99+255035.6,58.666642222222215,25.843216944444443,-1.9,2.2,-4.9,2.4,12.136,0.147,11.022,0.075,10.574,0.1,11.465,0.029,10.208,0.012,,,8.918,0.023,8.301,0.044,8.252,0.029,AAA,8.172,0.023,8.266,0.019,8.219,0.023,8.316,0.321,0.0,0,0,,
J035440.64+254108.7,58.66934249999999,25.685752777777775,4.1,1.0,-10.5,1.0,9.647,0.024,8.428,0.014,,,,,,,,,6.2,0.02,5.689,0.036,5.514,0.024,AAA,5.459,0.066,5.35,0.027,5.503,0.016,5.449,0.041,0.0,0,0,,
J035442.20+244511.3,58.67583138888888,24.753143611111106,16.2,1.9,-8.6,2.0,12.299,0.19,11.395,0.111,11.657,0.1,,,,,,,10.491,0.022,10.185,0.028,10.096,0.024,AAA,10.057,0.023,10.076,0.022,10.124,0.068,,,0.0,0,0,,
J035442.45+261137.6,58.67686138888888,26.19377722222222,0.4,2.3,0.6,2.5,13.91,0.471,11.903,0.175,11.487,0.1,,,,,,,9.842,0.019,9.294,0.028,9.171,0.021,AAA,9.108,0.023,9.196,0.02,9.143,0.036,,,0.0,0,0,,
J035442.75+285930.8,58.67810527777777,28.99190222222222,-0.1,2.5,14.8,2.5,12.19,0.156,11.871,0.178,11.27,0.1,11.769,0.031,11.004,0.035,,,9.985,0.022,9.659,0.027,9.568,0.02,AAA,9.546,0.024,9.559,0.021,9.579,0.041,,,0.0,0,0,,
J035443.10+243016.7,58.679583333333326,24.504637499999998,9.4,1.9,-26.8,2.0,12.914,0.297,12.073,0.203,11.846,0.1,12.257,0.045,11.668,0.047,,,10.763,0.021,10.523,0.029,10.444,0.023,AAA,10.4,0.023,10.432,0.021,10.452,0.085,,,0.0,0,0,,
J035443.22+200610.2,58.68006277777777,20.102824166666664,-4.8,1.2,-11.6,1.3,11.366,0.074,9.472,0.025,,,,,,,,,6.422,0.021,5.682,0.034,5.432,0.02,AAA,5.414,0.063,5.362,0.03,5.397,0.015,5.362,0.038,0.0,0,0,,
J035443.64+263107.8,58.681844999999996,26.51883333333333,22.8,1.6,-34.0,1.6,10.371,0.034,9.877,0.032,9.662,0.1,,,,,,,8.661,0.029,8.41,0.033,8.37,0.023,AAA,8.338,0.023,8.392,0.02,8.357,0.023,8.076,0.226,0.0379,0,0,,
J035444.05+240055.7,58.683543611111105,24.015479166666662,4.9,2.3,-9.5,2.5,14.646,0.706,11.057,0.083,10.452,0.1,11.824,0.012,9.772,0.043,,,8.016,0.021,7.162,0.036,6.97,0.018,AAA,6.864,0.037,6.94,0.019,6.818,0.015,6.73,0.075,0.0,0,0,,
J035444.39+290850.7,58.68496416666666,29.14742333333333,-2.9,2.8,-4.0,2.8,13.568,0.434,11.445,0.112,11.136,0.151,12.054,0.032,10.572,0.039,,,9.096,0.022,8.476,0.038,8.339,0.021,AAA,8.212,0.022,8.323,0.02,8.251,0.024,7.967,0.237,0.0,0,0,,
J035444.58+231205.7,58.68575388888888,23.201589999999996,1.8,1.0,-9.0,0.9,8.021,0.016,7.946,0.012,,,,,,,,,7.729,0.026,7.771,0.029,7.739,0.023,AAA,7.701,0.024,7.727,0.021,7.756,0.019,7.452,0.134,0.0,0,0,,
J035445.52+241334.8,58.689657222222216,24.22633472222222,2.3,1.3,-14.5,1.4,11.38,0.07,10.572,0.051,10.517,0.073,10.951,0.037,10.391,0.055,,,9.524,0.019,9.297,0.028,9.2,0.021,AAA,9.178,0.023,9.195,0.021,9.191,0.034,,,0.0,0,0,,
J035446.36+295417.5,58.69316138888888,29.90487166666666,4.2,2.0,-7.0,2.0,12.48,0.229,10.62,0.06,9.887,0.011,11.303,0.035,9.217,0.035,,,7.426,0.023,6.646,0.021,6.424,0.016,AAA,6.288,0.045,6.443,0.02,6.36,0.015,6.267,0.062,0.0,0,0,,
J035446.39+245714.6,58.69329333333332,24.95404833333333,4.5,1.6,-7.2,1.6,11.059,0.056,10.932,0.07,10.753,0.1,,,,,,,10.204,0.022,10.179,0.028,10.104,0.021,AAA,10.057,0.025,10.091,0.022,10.264,0.081,,,0.0,0,0,,
J035446.75+222457.9,58.69480777777777,22.416070555555553,2.2,1.6,-1.7,1.7,12.453,0.207,10.881,0.073,10.719,0.1,11.51,0.018,10.456,0.411,,,8.995,0.026,8.495,0.024,8.359,0.022,AAA,8.281,0.023,8.354,0.021,8.276,0.022,7.856,0.175,0.0,0,0,,
J035446.77+224045.5,58.69485722222221,22.67931722222222,-6.1,1.5,-10.6,1.5,11.771,0.085,10.482,0.048,9.854,0.0090,10.937,0.0070,9.364,0.015,,,7.932,0.026,7.31,0.02,7.178,0.021,AAA,7.077,0.031,7.188,0.019,7.097,0.018,7.164,0.115,0.0,0,0,,
J035447.19+290636.8,58.69662694444444,29.110211388888885,-11.7,2.6,-10.5,2.7,12.531,0.234,11.719,0.159,11.434,0.147,11.786,0.033,11.105,0.04,,,10.165,0.022,9.884,0.028,9.827,0.021,AAA,9.765,0.023,9.795,0.021,9.832,0.048,,,0.0,0,0,,
J035447.84+262626.8,58.699351111111106,26.44077944444444,78.0,2.0,-43.0,2.1,12.268,0.171,11.335,0.099,10.95,0.1,,,,,,,9.714,0.024,9.349,0.03,9.268,0.022,AAA,9.238,0.023,9.29,0.021,9.281,0.032,,,0.0,0,0,,
J035448.43+221337.4,58.7017986111111,22.227044999999997,-4.2,1.2,3.4,1.3,11.809,0.092,10.199,0.039,9.62,0.0,,,,,,,7.605,0.029,6.931,0.024,6.778,0.024,AAA,6.68,0.039,6.764,0.019,6.685,0.016,6.577,0.059,0.0,0,0,,
J035448.66+191052.8,58.702746111111104,19.18132333333333,2.0,1.3,-37.4,1.3,9.822,0.024,9.099,0.018,8.909,0.075,9.903,0.293,8.734,0.071,,,7.801,0.041,7.5,0.031,7.412,0.023,AAA,7.309,0.027,7.389,0.02,7.407,0.019,7.462,0.129,0.0,0,0,,
J035449.68+201540.5,58.706979166666656,20.261255555555554,5.6,1.2,-15.7,1.3,11.496,0.076,10.813,0.067,10.451,0.1,,,,,,,9.416,0.023,9.19,0.025,9.061,0.017,AAA,8.987,0.023,9.014,0.021,9.013,0.03,,,0.0,0,0,,
J035452.70+274446.6,58.719563611111106,27.746288055555553,8.4,2.4,0.8,2.5,12.168,0.152,11.978,0.193,11.775,0.027,12.079,0.01,11.69,0.025,,,10.977,0.022,10.814,0.025,10.761,0.021,AAA,10.695,0.023,10.709,0.021,10.95,0.137,,,0.0,0,0,,
J035453.12+254001.9,58.72132166666666,25.66720583333333,18.8,1.7,-4.1,1.7,11.0,0.054,9.657,0.028,9.174,0.0070,,,,,,,7.47,0.023,6.928,0.023,6.779,0.026,AAA,6.66,0.038,6.78,0.019,6.707,0.016,6.642,0.073,0.0,0,0,,
J035453.24+280042.4,58.72183472222221,28.011787777777773,-4.1,1.8,-21.3,1.8,11.576,0.078,10.223,0.039,9.745,0.017,,,,,,,8.081,0.03,7.54,0.026,7.398,0.017,AAA,7.305,0.029,7.405,0.02,7.347,0.018,7.034,0.086,0.0,0,0,,
J035454.49+241125.0,58.727038333333326,24.190286666666662,17.0,1.2,-11.3,1.3,10.542,0.041,10.007,0.036,9.833,0.068,10.242,0.037,9.792,0.048,,,9.096,0.019,8.962,0.023,8.871,0.018,AAA,8.814,0.023,8.857,0.02,8.837,0.027,,,0.0,0,0,,
J035455.45+262607.1,58.731020833333325,26.435303888888885,8.6,2.3,-5.4,2.4,12.904,0.277,12.592,0.246,12.637,0.0020,,,,,,,12.09,0.023,11.987,0.023,11.963,0.021,AAA,11.905,0.024,11.903,0.024,11.858,0.29,8.958,0.465,0.0,0,0,,
J035455.89+234547.5,58.73288888888888,23.76318111111111,13.0,1.3,-1.1,1.4,11.182,0.06,10.533,0.05,10.333,0.1,10.741,0.0060,10.226,0.022,,,9.449,0.024,9.245,0.028,9.156,0.021,AAA,9.112,0.023,9.132,0.021,9.106,0.033,,,0.0,0,0,,
J035456.08+242940.5,58.733680833333324,24.49458833333333,6.0,2.0,-82.5,2.2,12.603,0.262,12.079,0.21,11.607,0.1,12.04,0.048,11.406,0.053,,,10.477,0.022,10.143,0.02,10.107,0.016,AAA,10.061,0.023,10.085,0.02,10.133,0.065,,,0.0,0,0,,
J035456.25+290913.1,58.73437416666666,29.153631666666662,-0.5,1.5,-5.3,1.5,10.276,0.033,9.731,0.028,9.622,0.143,10.022,0.166,9.379,0.036,,,8.559,0.032,8.382,0.033,8.304,0.02,AAA,8.219,0.023,8.233,0.019,8.299,0.024,8.155,0.261,0.0,0,0,,
J035456.37+265500.9,58.73488138888888,26.916921111111108,-0.9,2.3,-1.8,2.4,11.792,0.087,11.671,0.138,11.654,0.0030,,,,,,,10.799,0.022,10.651,0.021,10.573,0.02,AAA,10.501,0.023,10.528,0.02,10.509,0.079,,,0.0,0,0,,
J035456.87+190341.5,58.73693888888888,19.061539166666662,14.9,1.7,-78.3,1.7,12.608,0.223,11.935,0.173,11.808,0.014,12.358,0.013,11.607,0.076,,,10.421,0.023,9.977,0.025,9.905,0.018,AAA,9.829,0.024,9.836,0.021,9.914,0.057,,,0.0,0,0,,
J035456.96+243426.6,58.737353055555545,24.574052222222218,-3.0,1.5,-1.3,1.5,11.563,0.086,10.268,0.043,9.73,0.0020,10.653,0.04,9.392,0.054,,,8.094,0.021,7.549,0.033,7.407,0.02,AAA,7.312,0.029,7.417,0.019,7.326,0.017,7.451,0.148,0.0,0,0,,
J035457.38+284245.2,58.7390911111111,28.712563888888884,9.7,2.7,-9.8,2.7,13.159,0.328,11.778,0.152,12.101,0.1,12.522,0.014,11.853,0.0080,,,10.917,0.023,10.587,0.02,10.535,0.018,AAA,10.478,0.023,10.515,0.02,10.526,0.078,,,0.0,0,0,,
J035457.90+205253.5,58.74127027777777,20.881518888888888,18.5,1.1,-24.7,1.0,9.697,0.024,9.22,0.02,9.06,0.0020,,,,,,,8.188,0.023,8.021,0.02,7.956,0.026,AAA,7.925,0.023,7.952,0.02,7.961,0.021,8.501,0.377,0.0,0,0,,
J035458.31+205928.8,58.74297277777777,20.99132472222222,30.8,1.4,-25.2,1.4,11.135,0.055,10.676,0.056,10.41,0.1,10.715,0.037,10.503,0.484,,,9.496,0.025,9.261,0.027,9.206,0.019,AAA,9.164,0.022,9.184,0.02,9.206,0.036,,,0.0,0,0,,
J035458.40+294446.6,58.74332555555555,29.746267777777774,32.7,2.6,-34.0,2.7,12.575,0.243,11.524,0.118,11.08,0.1,11.716,0.029,10.772,0.036,,,9.713,0.023,9.331,0.023,9.244,0.02,AAA,9.164,0.023,9.216,0.02,9.137,0.034,8.879,0.448,0.0,0,0,,
J035459.17+230856.6,58.746533055555545,23.149044722222218,30.2,2.2,-33.3,2.3,12.23,0.165,12.032,0.195,11.611,0.021,12.362,0.038,12.117,1.106,,,10.14,0.027,9.676,0.028,9.553,0.018,AAA,9.43,0.023,9.454,0.021,9.347,0.035,8.941,0.507,0.0,0,0,,
J035459.25+202340.7,58.74688166666666,20.39464444444444,17.0,2.3,0.4,2.5,12.887,0.275,11.85,0.172,11.859,0.124,,,11.699,0.0080,,,10.823,0.025,10.542,0.025,10.454,0.021,AAA,10.411,0.022,10.44,0.02,10.478,0.079,,,0.0,0,0,,
J035459.72+193020.5,58.74882583333333,19.505688611111108,36.5,2.5,-6.8,2.7,12.942,0.276,12.282,0.211,12.17,0.1,12.817,0.022,11.928,0.057,,,10.706,0.023,10.306,0.025,10.167,0.021,AAA,10.1,0.024,10.11,0.022,9.838,0.047,9.088,0.506,0.0,0,0,,
J035459.84+281117.1,58.74933638888888,28.18809444444444,13.4,1.2,-60.1,1.2,8.922,0.018,8.111,0.012,,,,,,,,,6.838,0.026,6.532,0.021,6.453,0.016,AAA,6.386,0.045,6.428,0.02,6.457,0.015,6.428,0.053,0.0,0,0,,
J035500.01+200557.8,58.75005666666666,20.09940222222222,0.3,1.2,-5.2,1.2,11.242,0.066,9.187,0.02,,,,,,,,,6.107,0.024,5.372,0.023,5.154,0.021,AAA,5.04,0.071,4.95,0.039,5.065,0.013,5.022,0.031,0.0,0,0,,
J035500.22+261110.1,58.750898333333325,26.186137499999997,49.4,2.5,-26.0,2.5,12.412,0.193,11.959,0.18,11.511,0.1,,,,,,,10.447,0.022,10.147,0.021,10.091,0.02,AAA,10.03,0.023,10.052,0.021,10.048,0.056,,,0.0,0,0,,
J035500.47+294915.3,58.75196888888888,29.82091083333333,11.2,3.1,-19.0,3.3,13.49,0.41,12.54,0.256,11.99,0.03,12.621,0.034,11.687,0.04,,,10.592,0.022,10.276,0.021,10.159,0.018,AAA,10.059,0.024,10.108,0.02,10.311,0.081,,,0.0,0,0,,
J035501.10+274859.2,58.75460111111111,27.81643916666666,31.4,2.2,-8.5,2.2,11.349,0.072,9.919,0.033,9.381,0.015,,,,,,,7.669,0.02,7.053,0.021,6.932,0.016,AAA,6.834,0.036,6.927,0.02,6.873,0.016,6.722,0.069,0.0,0,0,,
J035501.52+255727.1,58.756317499999994,25.957536944444442,-13.5,2.3,-14.2,2.3,11.837,0.088,11.224,0.088,10.942,0.015,11.477,0.026,10.733,0.011,,,9.839,0.022,9.529,0.023,9.467,0.02,AAA,9.395,0.023,9.416,0.021,9.394,0.038,,,0.0,0,0,,
J035501.61+260406.4,58.756717222222214,26.068449999999995,0.4,2.6,-4.1,2.6,13.417,0.357,10.924,0.065,10.195,0.1,,,,,,,7.582,0.019,6.694,0.016,6.462,0.018,AAA,6.376,0.047,6.513,0.021,6.374,0.016,6.235,0.054,0.0,0,0,,
J035501.64+263820.0,58.75683833333333,26.63889472222222,-3.6,2.6,-10.4,2.7,12.819,0.268,11.951,0.184,12.02,0.0090,,,,,,,10.918,0.023,10.619,0.022,10.573,0.018,AAA,10.485,0.023,10.526,0.021,10.6,0.095,,,0.0,0,0,,
J035501.77+235727.8,58.75739027777777,23.957709999999995,-6.3,1.0,-3.2,0.9,9.497,0.022,9.264,0.021,9.406,0.026,9.845,0.188,9.353,0.043,,,8.834,0.032,8.767,0.02,8.714,0.019,AAA,8.649,0.024,8.671,0.019,8.73,0.03,,,0.0,0,0,,
J035502.04+262817.8,58.75850388888888,26.471606111111107,2.1,2.5,-11.7,2.6,12.637,0.239,12.142,0.207,12.029,0.1,,,,,,,11.42,0.023,11.312,0.021,11.262,0.018,AAA,11.197,0.023,11.205,0.022,11.263,0.154,,,0.0,0,0,,
J035503.32+262902.2,58.763818611111105,26.48394805555555,4.0,2.9,-13.0,3.1,13.282,0.364,12.581,0.249,11.999,0.1,,,,,,,10.94,0.022,10.693,0.023,10.626,0.016,AAA,10.536,0.024,10.547,0.021,10.431,0.076,,,0.0,0,0,,
J035504.40+265833.3,58.76834138888888,26.975916944444442,2.0,2.8,-20.4,2.9,14.532,0.622,12.109,0.196,11.699,0.0020,,,,,,,10.234,0.022,9.755,0.021,9.655,0.018,AAA,9.578,0.023,9.653,0.02,9.693,0.059,,,0.0,0,0,,
J035505.30+241416.0,58.77206472222221,24.237770277777773,30.2,1.4,-2.9,1.5,11.786,0.094,11.102,0.088,10.91,0.072,11.406,0.036,10.762,0.054,,,9.867,0.023,9.542,0.021,9.473,0.018,AAA,9.412,0.023,9.448,0.021,9.42,0.04,8.634,0.392,0.0,0,0,,
J035505.67+245742.0,58.773624722222216,24.961679166666663,8.4,1.8,-5.8,1.9,11.53,0.077,10.948,0.07,11.084,0.1,,,,,,,10.454,0.022,10.362,0.021,10.326,0.018,AAA,10.298,0.022,10.315,0.021,10.655,0.131,,,0.0,0,0,,
J035506.92+270352.4,58.77884722222221,27.06456333333333,4.7,1.1,-6.1,1.1,9.421,0.02,8.191,0.013,,,,,,,,,6.236,0.024,5.775,0.026,5.656,0.02,AAA,5.582,0.062,5.572,0.028,5.639,0.015,5.615,0.038,0.0,0,0,,
J035507.17+191756.1,58.77988138888888,19.298914999999997,87.5,1.6,-1.2,1.6,11.923,0.096,10.905,0.064,10.684,0.0070,11.38,0.019,10.486,0.052,,,9.35,0.024,8.893,0.047,8.764,0.019,AAA,8.716,0.023,8.795,0.019,8.751,0.026,8.24,0.252,0.0,0,0,,
J035507.59+250620.6,58.781612499999994,25.10573444444444,-5.8,1.1,-12.5,1.0,8.743,0.018,8.433,0.014,,,,,,,,,7.829,0.019,7.739,0.016,7.694,0.017,AAA,7.654,0.024,7.675,0.019,7.695,0.02,7.758,0.162,0.0,0,0,,
J035508.29+271624.8,58.78453805555555,27.273567777777775,8.4,2.7,-1.8,2.9,13.258,0.361,11.891,0.174,11.507,0.1,12.293,0.0080,11.16,0.037,,,10.007,0.022,9.549,0.024,9.44,0.019,AAA,9.377,0.023,9.469,0.02,9.483,0.044,,,0.0,0,0,,
J035508.58+273637.2,58.78576777777777,27.610346388888885,4.1,2.7,-0.8,2.9,12.881,0.284,12.46,0.24,12.434,0.1,,,,,,,11.663,0.032,11.485,0.044,11.475,0.033,AAA,11.367,0.028,11.375,0.028,11.214,0.183,,,0.0,0,0,,
J035508.60+293557.0,58.78581249999999,29.599164166666664,14.2,2.8,6.6,2.8,12.834,0.284,11.675,0.148,11.761,0.014,12.361,0.028,11.453,0.044,,,10.358,0.022,10.003,0.023,9.917,0.02,AAA,9.848,0.024,9.862,0.02,9.86,0.048,,,0.0,0,0,,
J035508.62+193317.8,58.7859061111111,19.55493361111111,52.7,1.4,-4.7,1.4,10.866,0.046,9.98,0.032,9.611,0.011,10.414,0.142,9.48,0.025,,,8.435,0.029,8.099,0.065,7.976,0.026,AAA,7.878,0.024,7.95,0.021,7.919,0.019,8.141,0.236,0.0,0,0,,
