    0.264729821681976318E+01    0.566817604005336761E+02    0.240153845846652985E+02    0.331491231918334961E-02    0.113948678970336914E+02   -0.826520510904471303E+04   -0.599146350544150419E+01    1
    0.100788831710815430E+01    0.565374968349933624E+02    0.240992894172668457E+02    0.606179237365722656E-02    0.207151198387145996E+02   -0.736067298039945945E+04   -0.599396350544151169E+01    1
    0.179343771934509277E+01    0.567902489006519318E+02    0.243782700300216675E+02    0.130984187126159668E-01    0.338213849067687988E+02   -0.691824821928629171E+04   -0.599646350544151474E+01    1
    0.153440105915069580E+01    0.566163877248764038E+02    0.242086217999458313E+02    0.800043344497680664E-02    0.451789307594299316E+02   -0.690644495084163646E+04   -0.599896350544151957E+01    1
    0.242098379135131836E+01    0.565398599505424500E+02    0.243286279141902924E+02    0.811806321144104004E-01    0.142814183235168457E+02   -0.690224626116291165E+04   -0.600146350544151552E+01    1
    0.193382573127746582E+01    0.566548758447170258E+02    0.241169112622737885E+02    0.306112170219421387E+00    0.105028271675109863E+02   -0.667743651895468611E+04   -0.600396350544151858E+01    1
    0.146179461479187012E+01    0.568534342646598816E+02    0.244734198451042175E+02    0.579538941383361816E-01    0.463130521774291992E+02   -0.640342629772013242E+04   -0.600646350544151630E+01    1
    0.282417702674865723E+01    0.566972929835319519E+02    0.240980899930000305E+02    0.859057903289794922E-01    0.244103622436523438E+02   -0.639078501591181521E+04   -0.600896350544152469E+01    1
    0.172599887847900391E+01    0.565991991162300110E+02    0.244817727208137512E+02    0.132226943969726562E+00    0.244395518302917480E+02   -0.631834961960271448E+04   -0.601146350544151886E+01    1
    0.148752391338348389E+01    0.566662790477275848E+02    0.242419964969158173E+02    0.915864109992980957E-01    0.297080850601196289E+02   -0.624210495591537983E+04   -0.601396350544150859E+01    1
    0.207596683502197266E+01    0.569869678616523743E+02    0.244278912842273712E+02    0.691526830196380615E+00    0.114658308029174805E+02   -0.617807993491813704E+04   -0.601646350544151520E+01    1
    0.250722730159759521E+01    0.565820328593254089E+02    0.241471893489360809E+02    0.456755459308624268E+00    0.123481893539428711E+02   -0.615129474633623886E+04   -0.601896350544151559E+01    1
    0.168891489505767822E+01    0.568193280100822449E+02    0.243495835959911346E+02    0.210112333297729492E+00    0.203873515129089355E+02   -0.610598023573865430E+04   -0.602146350544152753E+01    1
    0.218447256088256836E+01    0.569826234579086304E+02    0.243630087971687317E+02    0.127725303173065186E+00    0.458170318603515625E+02   -0.609648420784385416E+04   -0.602396350544153325E+01    1
    0.232978129386901855E+01    0.566006583869457245E+02    0.243116383850574493E+02    0.151217579841613770E+00    0.329671263694763184E+02   -0.601400654858182497E+04   -0.602646350544152298E+01    1
    0.142635452747344971E+01    0.566182050108909607E+02    0.240751145184040070E+02    0.190566480159759521E+00    0.260559415817260742E+02   -0.600848846917561696E+04   -0.602896350544150561E+01    1
    0.224603819847106934E+01    0.567016332447528839E+02    0.240135685205459595E+02    0.332207679748535156E+00    0.178352022171020508E+02   -0.595531522126126038E+04   -0.603146350544150955E+01    1
    0.182238221168518066E+01    0.569934261739253998E+02    0.242144716978073120E+02    0.278844535350799561E+00    0.235896039009094238E+02   -0.590626228460115271E+04   -0.603396350544152682E+01    1
    0.272550654411315918E+01    0.566085708141326904E+02    0.242401668429374695E+02    0.178939700126647949E+00    0.420454502105712891E+02   -0.589739509981706124E+04   -0.603646350544153165E+01    1
    0.179303073883056641E+01    0.566992523372173309E+02    0.244425323903560638E+02    0.196993052959442139E+00    0.443236684799194336E+02   -0.586792697720536216E+04   -0.603896350544152227E+01    1
    0.255688297748565674E+01    0.565319314599037170E+02    0.244655354321002960E+02    0.648980140686035156E+00    0.140956354141235352E+02   -0.586349246852181750E+04   -0.604146350544151556E+01    1
    0.196681189537048340E+01    0.569473675787448883E+02    0.241209360957145691E+02    0.217714011669158936E+00    0.430841875076293945E+02   -0.581126199828069275E+04   -0.604396350544152039E+01    1
    0.282940816879272461E+01    0.569984719753265381E+02    0.244246125519275665E+02    0.162718057632446289E+01    0.105420684814453125E+02   -0.580595007616981093E+04   -0.604646350544152966E+01    1
    0.191009926795959473E+01    0.569167637228965759E+02    0.243161719143390656E+02    0.263621509075164795E+00    0.340749526023864746E+02   -0.579513222221342312E+04   -0.604896350544152206E+01    1
    0.189870595932006836E+01    0.566000483334064484E+02    0.240503563880920410E+02    0.710955858230590820E+00    0.133781456947326660E+02   -0.577335292212112927E+04   -0.605146350544152156E+01    1
    0.188114929199218750E+01    0.566536428928375244E+02    0.243703949749469757E+02    0.266117453575134277E+00    0.378808403015136719E+02   -0.573332469158713138E+04   -0.605396350544152995E+01    1
    0.202383279800415039E+01    0.568355379700660706E+02    0.241200054585933685E+02    0.496195852756500244E+00    0.171205711364746094E+02   -0.572833549341058824E+04   -0.605646350544151790E+01    1
    0.168043839931488037E+01    0.568775384128093719E+02    0.240884993672370911E+02    0.470373630523681641E+00    0.195094919204711914E+02   -0.572391609024745139E+04   -0.605896350544151829E+01    1
    0.207612264156341553E+01    0.565740587711334229E+02    0.244880442917346954E+02    0.307034254074096680E+00    0.402710485458374023E+02   -0.571827030018821551E+04   -0.606146350544153112E+01    1
    0.222172236442565918E+01    0.567754783332347870E+02    0.242866078317165375E+02    0.636205673217773438E+00    0.169198560714721680E+02   -0.565881472466157084E+04   -0.606396350544153950E+01    1
    0.247165703773498535E+01    0.569331186413764954E+02    0.243262609839439392E+02    0.137537509202957153E+01    0.118097639083862305E+02   -0.564759447492447453E+04   -0.606646350544153368E+01    1
    0.249099791049957275E+01    0.569117087721824646E+02    0.242573544979095459E+02    0.163823932409286499E+01    0.110759830474853516E+02   -0.564230418740320511E+04   -0.606896350544153407E+01    1
    0.237791228294372559E+01    0.569958258867263794E+02    0.242178159952163696E+02    0.106964886188507080E+01    0.131051826477050781E+02   -0.562757289672030765E+04   -0.607146350544153712E+01    1
    0.170141375064849854E+01    0.565384481847286224E+02    0.244589121043682098E+02    0.438953638076782227E+00    0.279382586479187012E+02   -0.562373491879063477E+04   -0.607396350544151886E+01    1
    0.212709951400756836E+01    0.569498341083526611E+02    0.241224208176136017E+02    0.437003374099731445E+00    0.251953101158142090E+02   -0.562095306809759495E+04   -0.607646350544150149E+01    1
    0.240441393852233887E+01    0.566965954899787903E+02    0.243027771413326263E+02    0.395673215389251709E+00    0.285595536231994629E+02   -0.559587796912746307E+04   -0.607896350544150277E+01    1
    0.239918470382690430E+01    0.567394125759601593E+02    0.244562501609325409E+02    0.134406834840774536E+01    0.132169151306152344E+02   -0.559442171212011272E+04   -0.608146350544151737E+01    1
    0.160570859909057617E+01    0.566120429635047913E+02    0.241716511249542236E+02    0.311273038387298584E+00    0.432880711555480957E+02   -0.559030135362407600E+04   -0.608396350544153197E+01    1
    0.166845345497131348E+01    0.566477966010570526E+02    0.243964489996433258E+02    0.435595810413360596E+00    0.327346730232238770E+02   -0.558979939226245824E+04   -0.608646350544153236E+01    1
    0.278841149806976318E+01    0.567883492708206177E+02    0.242303283512592316E+02    0.290557622909545898E+01    0.107554340362548828E+02   -0.558081578514270950E+04   -0.608896350544152032E+01    1
    0.126263296604156494E+01    0.568868699669837952E+02    0.240999295413494110E+02    0.406540632247924805E+00    0.357671141624450684E+02   -0.557850297920566663E+04   -0.609146350544151804E+01    1
    0.113206791877746582E+01    0.569867391586303711E+02    0.240665058791637421E+02    0.370585322380065918E+00    0.454442048072814941E+02   -0.557418365148124758E+04   -0.609396350544151844E+01    1
    0.120685601234436035E+01    0.567644970715045929E+02    0.240093867778778076E+02    0.712080299854278564E+00    0.162414169311523438E+02   -0.557128865381062224E+04   -0.609646350544151083E+01    1
    0.289538073539733887E+01    0.565573889017105103E+02    0.244628846049308777E+02    0.390073060989379883E+00    0.494625902175903320E+02   -0.556250501900174731E+04   -0.609896350544150234E+01    1
