Nested Sampling Global Log-Evidence           :   -0.503348289901431963E+04  +/-    0.135864934969063600E+00
Nested Importance Sampling Global Log-Evidence:   -0.503357145217374546E+04  +/-    0.298080763139739330E-01

Dim No.       Mean        Sigma
   1    0.200243502459216627E+01    0.576907925524991927E+00
   2    0.566899234307251305E+02    0.371159195618912044E-01
   3    0.241625286753008091E+02    0.278588338437914806E-01
   4    0.227104066902575763E+01    0.136614513073674781E+00
   5    0.249751386332886760E+02    0.209062322911275977E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.109256857743873925E+01
   2    0.566774138775066731E+02
   3    0.241666106733656783E+02
   4    0.230047946821700222E+01
   5    0.240951755828551129E+02

MAP Parameters
Dim No.        Parameter
   1    0.109256857743873925E+01
   2    0.566774138775066731E+02
   3    0.241666106733656783E+02
   4    0.230047946821700222E+01
   5    0.240951755828551129E+02
