    0.183347439765930176E+01    0.568888592720031738E+02    0.241962568461894989E+02    0.476986012339591969E+01    0.179108507156372077E+01    0.978869763267040298E+02   -0.118171431875758226E+05   -0.599146350544150419E+01    1
    0.247595262527465820E+01    0.569615089297294617E+02    0.243938017785549164E+02    0.115014817827939986E+02    0.126195649445056923E+01    0.748810915201902390E+02   -0.108578692569002906E+05   -0.599396350544151169E+01    1
    0.222582650184631348E+01    0.566765111684799194E+02    0.244436020553112030E+02    0.262927094790339481E+03    0.199623201310634624E+01    0.970121987581253080E+02   -0.983516359586219187E+04   -0.599646350544151474E+01    1
    0.107900166511535645E+01    0.566817364096641541E+02    0.244069004356861115E+02    0.416780579894781127E+02    0.123359013736248024E+01    0.987808135545253805E+02   -0.855362356513174382E+04   -0.599896350544151957E+01    1
    0.130556035041809082E+01    0.568055369853973389E+02    0.240887998342514038E+02    0.108572575938701632E+03    0.158156569004058833E+01    0.892924467378854700E+02   -0.827760064579903883E+04   -0.600146350544151552E+01    1
    0.210255587100982666E+01    0.568288562893867493E+02    0.244230709969997406E+02    0.986165540552139390E+02    0.188549967110157013E+01    0.478828458082675894E+02   -0.785324337769029717E+04   -0.600396350544151858E+01    1
    0.150058925151824951E+01    0.569986470341682434E+02    0.241352890133857727E+02    0.201656040026545526E+03    0.198837566494941709E+01    0.592189983135461731E+02   -0.783383760774915936E+04   -0.600646350544151630E+01    1
    0.243360328674316406E+01    0.569742624759674072E+02    0.242394566535949707E+02    0.298321647838950128E+03    0.176514281332492828E+01    0.987485587465763075E+02   -0.768799910625618395E+04   -0.600896350544152469E+01    1
    0.228566193580627441E+01    0.568242606818675995E+02    0.240439991056919098E+02    0.302673971831798516E+01    0.874437184333801243E+00    0.174327515786886238E+02   -0.751786224760641744E+04   -0.601146350544151886E+01    1
    0.245441520214080811E+01    0.568623989224433899E+02    0.243317468762397766E+02    0.431887943407297143E+03    0.198245793163776396E+01    0.789759800422191631E+02   -0.727607026570914786E+04   -0.601396350544150859E+01    1
    0.246813392639160156E+01    0.565280188024044037E+02    0.241536331474781036E+02    0.329297991171479225E+03    0.176811680316925046E+01    0.971972824722528514E+02   -0.717629339802772483E+04   -0.601646350544151520E+01    1
    0.228361642360687256E+01    0.568807084262371063E+02    0.243400494456291199E+02    0.249328907905220973E+03    0.188735276579856870E+01    0.675651742249727221E+02   -0.712796831340587323E+04   -0.601896350544151559E+01    1
    0.170272648334503174E+01    0.565069923698902130E+02    0.244359548091888428E+02    0.179997535914182691E+02    0.196190818727016447E+01    0.185399699759483347E+02   -0.711101387652012818E+04   -0.602146350544152753E+01    1
    0.174431991577148438E+01    0.569073667824268341E+02    0.243901145160198212E+02    0.551125902493596072E+03    0.198625118315219873E+01    0.731505066442489635E+02   -0.622889515072054292E+04   -0.602396350544153325E+01    1
    0.123139417171478271E+01    0.565026749670505524E+02    0.241827408075332642E+02    0.135255160695314398E+02    0.978518644571304330E+00    0.404792648082971525E+02   -0.619807231373929244E+04   -0.602646350544152298E+01    1
    0.185924804210662842E+01    0.565590315461158752E+02    0.242153712511062622E+02    0.508907577812671619E+02    0.123578602433204643E+01    0.675464542782306694E+02   -0.599630989411652536E+04   -0.602896350544150561E+01    1
    0.203744077682495117E+01    0.569235143661499023E+02    0.241485470235347748E+02    0.211232980160117137E+03    0.195107251167297369E+01    0.474831412720680177E+02   -0.595957761734218730E+04   -0.603146350544150955E+01    1
    0.145666098594665527E+01    0.569750629663467407E+02    0.240372299551963806E+02    0.960739051518440192E+03    0.192917128801345816E+01    0.979704621636867472E+02   -0.571977737231478113E+04   -0.603396350544152682E+01    1
    0.191484367847442627E+01    0.565143318474292755E+02    0.240314803719520569E+02    0.774279086589813215E+01    0.774926722645759569E+00    0.305126841086149199E+02   -0.565551499863406934E+04   -0.603646350544153165E+01    1
