    0.282130786000473410E+01    0.565772204710427502E+02    0.241077254746303282E+02    0.470083595488620460E+03    0.126799897599236377E+01    0.843144248510140102E+02   -0.287706471169634688E+04
    0.292431656673918106E+01    0.567517937161405897E+02    0.241758707784064804E+02    0.250315402294436893E+03    0.112953575898767933E+01    0.699239513843301950E+02   -0.287703187807814356E+04
    0.192902697867171224E+01    0.565841780291534633E+02    0.242165482945290194E+02    0.838715296003979461E+03    0.141102106532432492E+01    0.839268310105090052E+02   -0.287695965677218692E+04
    0.256624326910482115E+01    0.567242110985065580E+02    0.240754199054389133E+02    0.771539623179018918E+03    0.158158813949421617E+01    0.483394520552409332E+02   -0.287641597566609289E+04
    0.215086091818144576E+01    0.565498066609542747E+02    0.241425225115723201E+02    0.592865889876213259E+03    0.142040431193079963E+01    0.565997452456568340E+02   -0.287607965854683243E+04
    0.252470828163056726E+01    0.565576675400946556E+02    0.240894059252089008E+02    0.590120443496993971E+03    0.132338334249822465E+01    0.802437103735411199E+02   -0.287604381257843397E+04
    0.223733452670155453E+01    0.565591846095574766E+02    0.241374912555878431E+02    0.200934267349853172E+03    0.126312146131851022E+01    0.439867420238527629E+02   -0.287601916971825995E+04
    0.143250947995300137E+01    0.566370735124488576E+02    0.242331166126796802E+02    0.703482250382451639E+03    0.152709485819923252E+01    0.535684793295628410E+02   -0.287589575258171590E+04
    0.280454703616863199E+01    0.566804016987062624E+02    0.242453741529770639E+02    0.166695266987202018E+03    0.107847477362451349E+01    0.623082040573763223E+02   -0.287560691043186262E+04
    0.109944457660518324E+01    0.565774135401057734E+02    0.242211413306729391E+02    0.572447837897917339E+03    0.128129356485090939E+01    0.913172955334405145E+02   -0.287551698768718234E+04
    0.213004242464414784E+01    0.566793665565221190E+02    0.241032091900584398E+02    0.491926091802840858E+03    0.145749371075873513E+01    0.515098227481951341E+02   -0.287551473651058268E+04
    0.218445813539025391E+01    0.566104157917409339E+02    0.241819564699033158E+02    0.412802310736434208E+03    0.174171465203261566E+01    0.234354977819853865E+02   -0.287550420445424425E+04
    0.174018751409032624E+01    0.566333177003575372E+02    0.241614757905391713E+02    0.207117159334415931E+03    0.175078954071619441E+01    0.172578974828128970E+02   -0.287521211870901880E+04
    0.184000749683217979E+01    0.567136650970382163E+02    0.241276509240541941E+02    0.837984230776773757E+03    0.165480009711514020E+01    0.441481901381792241E+02   -0.287520888866702990E+04
    0.187814816111810723E+01    0.566596816045567593E+02    0.241885220667872467E+02    0.796002274466948847E+03    0.147583659063194328E+01    0.689194386095440308E+02   -0.287509270093543682E+04
    0.215851980925765474E+01    0.566019098911355911E+02    0.241228572723426034E+02    0.308881488330167372E+03    0.163844623404063849E+01    0.247813522051720625E+02   -0.287500542454629340E+04
    0.101100840702870576E+01    0.565527240576095878E+02    0.241638337579791092E+02    0.399784830467583049E+03    0.125682870296792748E+01    0.731531624629207471E+02   -0.287495572441179684E+04
    0.122273239437679049E+01    0.567285163897571820E+02    0.241577094792610509E+02    0.274320818663671901E+03    0.124970179565814754E+01    0.577175670534449097E+02   -0.287484377398215520E+04
    0.107386764638900867E+01    0.566885339891883717E+02    0.240724139108187067E+02    0.376617237144396768E+03    0.147936675670308704E+01    0.381779872983386284E+02   -0.287482742195288665E+04
    0.140527197603866605E+01    0.566898434019813422E+02    0.241943505576560902E+02    0.609195641945501052E+03    0.140456564865616573E+01    0.568155432162757918E+02   -0.287478977824031972E+04
    0.245408068501491750E+01    0.566716852379487079E+02    0.242210236926884512E+02    0.933885642966853197E+03    0.141822182714541589E+01    0.748706104458437949E+02   -0.287455147050649521E+04
    0.240263762064766606E+01    0.567136414500805373E+02    0.241858331684910901E+02    0.212898310519784872E+03    0.133937715667993218E+01    0.378229037139998923E+02   -0.287448554060731749E+04
    0.200818118452295380E+01    0.565488900957861631E+02    0.241135692199544245E+02    0.415753679044998364E+03    0.137232172308372258E+01    0.522578484969876911E+02   -0.287438943577604459E+04
    0.123162905097448361E+01    0.565637493190215750E+02    0.242129633282534371E+02    0.322185561148698241E+03    0.113401243278245989E+01    0.858514023469281113E+02   -0.287419945163100147E+04
    0.172100622256148417E+01    0.566152123568804697E+02    0.242238740877716126E+02    0.790976926339174383E+03    0.158310711860225295E+01    0.463029651805529809E+02   -0.287417208148842201E+04
    0.154993879610403207E+01    0.566785546017836026E+02    0.241332544784634706E+02    0.799228878608143873E+03    0.155549334648242632E+01    0.549882387321077530E+02   -0.287407410378244140E+04
    0.294002497787802408E+01    0.565672253400012792E+02    0.241334913089707719E+02    0.911594531332100019E+03    0.149502464081805897E+01    0.653311577094172407E+02   -0.287393504238257538E+04
    0.104191128100797981E+01    0.566843044797949531E+02    0.241466496068076744E+02    0.872609028909549124E+03    0.152904619605941527E+01    0.539256547364510155E+02   -0.287388246991330243E+04
    0.280388153941756091E+01    0.566884386632718886E+02    0.242319459092512091E+02    0.347802423284814608E+03    0.115736543129637615E+01    0.902864955857379528E+02   -0.287388055769850780E+04
    0.219726625156368804E+01    0.566584806859933607E+02    0.242335391426947488E+02    0.480976642644764866E+03    0.123254601300154265E+01    0.935802245135825927E+02   -0.287376844076191173E+04
    0.245557837277481372E+01    0.566731258067410621E+02    0.241202163409854435E+02    0.606028539337755660E+03    0.161027769508281882E+01    0.401974523148666947E+02   -0.287376331761538677E+04
    0.155243586164455083E+01    0.566422014147469923E+02    0.241599760631068179E+02    0.270776924061438649E+03    0.164486083613017420E+01    0.224522460750717023E+02   -0.287372081660097592E+04
    0.167936307879984925E+01    0.566293251254682488E+02    0.242029762541380329E+02    0.624056911392382744E+03    0.142047348785558558E+01    0.560787374610197347E+02   -0.287362522746933701E+04
    0.106234515340300728E+01    0.566818332648980103E+02    0.241096044345057159E+02    0.450095248734747827E+03    0.135695965861159062E+01    0.611600295709648165E+02   -0.287359046304206095E+04
    0.298996723114544860E+01    0.566734171512576808E+02    0.241774405131449299E+02    0.179531107216049890E+03    0.126109111013395925E+01    0.338399121591390539E+02   -0.287357392035628800E+04
    0.112931329829192095E+01    0.565787716531135203E+02    0.241072412609906124E+02    0.166593411611227168E+03    0.113637837055725499E+01    0.477767826258323112E+02   -0.287355954752243360E+04
    0.172751387872733231E+01    0.566752319988078028E+02    0.242043018658836324E+02    0.772695271747143465E+03    0.153544188135701676E+01    0.494456463400663750E+02   -0.287353969879998658E+04
    0.105026694969208889E+01    0.566637206704807284E+02    0.242316416570844950E+02    0.542033493742401561E+03    0.141099908934591789E+01    0.583678182519654456E+02   -0.287350775593882281E+04
    0.172677797710787972E+01    0.566077017577728157E+02    0.241989142752884696E+02    0.648920724930560141E+03    0.144385849487060369E+01    0.555171626590018548E+02   -0.287350643067786677E+04
    0.140887323524196084E+01    0.566569521164827279E+02    0.241583256753162381E+02    0.160047515328457251E+03    0.160707407556905668E+01    0.166504172860845010E+02   -0.287346993063856871E+04
    0.190785716934802929E+01    0.566572851124059156E+02    0.241614458721618099E+02    0.258506985435195702E+03    0.170718159253697532E+01    0.190922607359722676E+02   -0.287346795854437187E+04
    0.257398428858857109E+01    0.566521475180231491E+02    0.241313295788107780E+02    0.687729714190351274E+03    0.168246209267670443E+01    0.369143146385085714E+02   -0.287346629205215504E+04
    0.120833565133171650E+01    0.566864787811147224E+02    0.240906861807683619E+02    0.976086567696680163E+03    0.143226937886678862E+01    0.824088439318314130E+02   -0.287346425846121110E+04
    0.102032496793450789E+01    0.566818910542331906E+02    0.241676559164114906E+02    0.278673500947683010E+03    0.120797741366656997E+01    0.553361238739921504E+02   -0.287340772726742853E+04
    0.175916677572295255E+01    0.566818338928093581E+02    0.240721915378587461E+02    0.906332380954808741E+03    0.137651789827681648E+01    0.883659081092802978E+02   -0.287338178399539811E+04
    0.243686457756918484E+01    0.565647477306916215E+02    0.241589654765927655E+02    0.302578845370298382E+03    0.135029406961923426E+01    0.431613456168449758E+02   -0.287334640527210286E+04
    0.293771452338309658E+01    0.566741384067402620E+02    0.242332788780672175E+02    0.839721796298336812E+03    0.142952627384961062E+01    0.744773001394775633E+02   -0.287332373578756142E+04
    0.128183785578727560E+01    0.567040851994401720E+02    0.240866381131159706E+02    0.645022604419798085E+03    0.144463042106612227E+01    0.574063354488624284E+02   -0.287330534784835345E+04
