Nested Sampling Global Log-Evidence           :   -0.287708904697693652E+04  +/-    0.136654185446481780E+00
Nested Importance Sampling Global Log-Evidence:   -0.287763457718016480E+04  +/-    0.107368075871130994E+00

Dim No.       Mean        Sigma
   1    0.198578525795050509E+01    0.565702001186508596E+00
   2    0.566536203894238568E+02    0.237491250970383455E-01
   3    0.241774949263157595E+02    0.233962409069709033E-01
   4    0.508384979422133597E+03    0.227868500098925580E+03
   5    0.129773382849178165E+01    0.110537891217334885E+00
   6    0.718721897127811360E+02    0.186002788766599352E+02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.252635702802475981E+01
   2    0.566526455842903189E+02
   3    0.241706059494492003E+02
   4    0.142368578238964545E+03
   5    0.113243019913544241E+01
   6    0.447940793459304984E+02

MAP Parameters
Dim No.        Parameter
   1    0.252635702802475981E+01
   2    0.566526455842903189E+02
   3    0.241706059494492003E+02
   4    0.142368578238964545E+03
   5    0.113243019913544241E+01
   6    0.447940793459304984E+02
