Nested Sampling Global Log-Evidence           :   -0.503226847611300673E+04  +/-    0.154863188931355505E+00
Nested Importance Sampling Global Log-Evidence:   -0.503325202153203918E+04  +/-    0.985221760531261870E-01

Dim No.       Mean        Sigma
   1    0.197996624701339985E+01    0.573748937256617242E+00
   2    0.566964809630369331E+02    0.359738481673542998E-01
   3    0.241570816603309879E+02    0.281563357452933177E-01
   4    0.143025804614884521E+03    0.391708257120671703E+02
   5    0.104760218617405387E+01    0.104121903333702304E+00
   6    0.485678120016850983E+02    0.170538529954803018E+02
   7    0.182598527351348711E+00    0.107621585708912351E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.102231516254644683E+01
   2    0.566853258597728100E+02
   3    0.241702890906061363E+02
   4    0.195414618323737557E+03
   5    0.118463132156330420E+01
   6    0.465188646974899669E+02
   7    0.129532804824238536E-01

MAP Parameters
Dim No.        Parameter
   1    0.102231516254644683E+01
   2    0.566853258597728100E+02
   3    0.241702890906061363E+02
   4    0.195414618323737557E+03
   5    0.118463132156330420E+01
   6    0.465188646974899669E+02
   7    0.129532804824238536E-01
