Nested Sampling Global Log-Evidence           :   -0.280693814950086789E+04  +/-    0.146860732954537804E+00
Nested Importance Sampling Global Log-Evidence:   -0.280763912468047602E+04  +/-    0.147054776163463314E-01

Dim No.       Mean        Sigma
   1   -0.268188501738462690E-01    0.352138297081341575E-01
   2    0.361419901699454107E-01    0.299596024137052733E-01
   3    0.212180444106723298E+01    0.239214796272041397E+00
   4    0.149581844868247926E+01    0.816263664256732135E+00
   5    0.212030075211509050E+01    0.248651421927256977E+00
   6    0.371505927432809600E+02    0.840249397579562718E+01
   7    0.371550700834888161E+02    0.826227868318501812E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.727704097735515365E-02
   2    0.339850629628868361E-01
   3    0.199738587427209069E+01
   4    0.244098262620929995E+01
   5    0.202416417545158556E+01
   6    0.407135949694934212E+02
   7    0.490122911342863148E+02

MAP Parameters
Dim No.        Parameter
   1   -0.727704097735515365E-02
   2    0.339850629628868361E-01
   3    0.199738587427209069E+01
   4    0.244098262620929995E+01
   5    0.202416417545158556E+01
   6    0.407135949694934212E+02
   7    0.490122911342863148E+02
