    0.100667459064217701E+00   -0.100116346121759681E-01    0.255784971058200306E+01    0.724207613298275876E+00    0.326537256637629447E+01    0.381459321744394302E+02    0.200264289773702373E+02    0.162971676425817336E+00   -0.501351689011125018E+04
   -0.718529163681457805E-01   -0.487571471742080931E-01    0.242100275288254840E+01    0.232491543713339022E+01    0.399094547403907907E+01    0.150792676539380928E+02    0.394463734656863210E+02    0.229478227153910141E+00   -0.501147588196457218E+04
    0.620903623018309592E-02    0.636515999671383170E-02    0.213673467088134261E+01    0.844167810106123406E+00    0.250655057587154451E+01    0.345329016721751429E+02    0.362575685221305690E+02    0.157324896672686176E+00   -0.501145566235420119E+04
   -0.711678209904141879E-01    0.785853347878625597E-01    0.294302501609114353E+01    0.237012998825577803E+01    0.201005715285184561E+01    0.217879429148612829E+02    0.262226637083981053E+02    0.137029345951060921E+00   -0.501114198066951849E+04
    0.930864944299881758E-01   -0.545102191434695404E-01    0.293826509365896094E+01    0.839652877430735911E+00    0.283747518836045698E+01    0.245812253725413861E+02    0.212153896981676837E+02    0.220591389917415809E+00   -0.501101404703662229E+04
   -0.101913248659086075E+00    0.807244098424220180E-02    0.230168638066486819E+01    0.241446310561642408E+01    0.253568376976000609E+01    0.247527740797289511E+02    0.428417664195109111E+02    0.130942485861936631E+00   -0.501095190963859932E+04
    0.772075876711791897E-01   -0.523777167932204524E-02    0.345788286964618141E+01    0.782758057927851358E+00    0.265065659707667933E+01    0.417601690470196019E+02    0.166154952749172082E+02    0.150712949909763860E+00   -0.501085205187748670E+04
    0.156260959391149146E+00    0.793165951493057797E-02    0.235064829322173097E+01    0.858234816783228105E+00    0.258335020364487988E+01    0.380713176246849798E+02    0.214192977076244873E+02    0.193135791057374551E+00   -0.501077937542234213E+04
   -0.198699605854885109E-02    0.482785506624894278E-01    0.229387814954435010E+01    0.242438236230430748E+01    0.210707535039704563E+01    0.261059333981821524E+02    0.270081807638716711E+02    0.102501870372540382E+00   -0.501070112137010801E+04
   -0.791885590708206744E-01    0.458961148502761151E-01    0.269246521958927687E+01    0.526818806077725132E+00    0.242957915091708898E+01    0.315511750707222092E+02    0.183303535250618346E+02    0.206146297128589118E+00   -0.501049244385421844E+04
