   -0.272540390491485596E+00    0.272943794727325439E+00    0.513483583927154541E+00    0.298285485359183600E+01    0.374765008687973022E+01    0.289988756179809570E+02    0.302739548683166504E+02    0.632304549217224121E-01   -0.999999999000000022E+07   -0.599146350544150419E+01    1
   -0.144062519073486328E+00    0.263910830020904541E+00    0.347032785415649414E+01    0.265092459307843464E+01    0.377150207757949829E+01    0.472480034828186035E+02    0.195772790908813477E+02    0.849690437316894531E+00   -0.999999999000000022E+07   -0.599396350544151169E+01    1
    0.446431875228881836E+00    0.791980624198913574E-01    0.459790378808975220E+01    0.826699734745104053E+00    0.335899978876113892E+01    0.311863160133361816E+02    0.428801107406616211E+02    0.592145979404449463E+00   -0.999999999000000022E+07   -0.599646350544151474E+01    1
   -0.476572990417480469E+00   -0.588342547416687012E-01    0.541517138481140137E-01    0.131869748246041474E+01    0.921129584312438965E+00    0.351519012451171875E+02    0.127187681198120117E+02    0.371692240238189697E+00   -0.999999999000000022E+07   -0.599896350544151957E+01    1
    0.333904266357421875E+00    0.380490541458129883E+00    0.405425846576690674E+01    0.123856945671508756E+01    0.280308723449707031E+01    0.490449976921081543E+02    0.119318604469299316E+02    0.598701357841491699E+00   -0.999999999000000022E+07   -0.600146350544151552E+01    1
   -0.211874246597290039E-01   -0.230556845664978027E+00    0.555903911590576172E+00    0.248718618798520330E+01    0.446474909782409668E+01    0.123368024826049805E+02    0.337006831169128418E+02    0.906231522560119629E+00   -0.999999999000000022E+07   -0.600396350544151858E+01    1
    0.430460393428802490E+00   -0.178344070911407471E+00    0.274452656507492065E+01    0.143428233561635254E+01    0.279497653245925903E+01    0.291388273239135742E+02    0.207792949676513672E+02    0.600579619407653809E+00   -0.999999999000000022E+07   -0.600646350544151630E+01    1
    0.257970869541168213E+00   -0.187327206134796143E+00    0.110594421625137329E+01    0.179462831690143931E+00    0.247177034616470337E+01    0.426564693450927734E+02    0.383698654174804688E+02    0.501070797443389893E+00   -0.999999999000000022E+07   -0.600896350544152469E+01    1
    0.186776697635650635E+00   -0.431912064552307129E+00    0.248052895069122314E+01    0.388648788187741900E+00    0.797352492809295654E+00    0.445924568176269531E+02    0.245777487754821777E+02    0.728216052055358887E+00   -0.999999999000000022E+07   -0.601146350544151886E+01    1
    0.195172786712646484E+00   -0.230818390846252441E-01    0.390671491622924805E+00    0.910000209527096149E+00    0.496118485927581787E+01    0.259848070144653320E+02    0.447912693023681641E+02    0.155108332633972168E+00   -0.999999999000000022E+07   -0.601396350544150859E+01    1
   -0.188545882701873779E+00   -0.142341256141662598E+00    0.402337223291397095E+01    0.214301928482937631E+01    0.746085941791534424E+00    0.487311458587646484E+02    0.431158375740051270E+02    0.423171281814575195E+00   -0.999999999000000022E+07   -0.601646350544151520E+01    1
    0.353141903877258301E+00   -0.608403086662292480E-01    0.373206883668899536E+01    0.295879408779864894E+01    0.265042424201965332E+01    0.376958513259887695E+02    0.339641714096069336E+02    0.877520680427551270E+00   -0.999999999000000022E+07   -0.601896350544151559E+01    1
   -0.227278769016265869E+00    0.519053339958190918E-01    0.341132789850234985E+01    0.152888749230086468E+00    0.746009945869445801E+00    0.392855238914489746E+02    0.157778644561767578E+02    0.347431778907775879E+00   -0.999999999000000022E+07   -0.602146350544152753E+01    1
    0.279407560825347900E+00   -0.869673490524291992E-01    0.369393527507781982E+00    0.202932250885657472E+00    0.297197699546813965E-01    0.490063858032226562E+02    0.273820614814758301E+02    0.518173813819885254E+00   -0.999999999000000022E+07   -0.602396350544153325E+01    1
   -0.490295052528381348E+00    0.491172075271606445E-01    0.851030051708221436E+00    0.173122071919476839E+01    0.243088543415069580E+01    0.372448515892028809E+02    0.105811071395874023E+02    0.918588995933532715E+00   -0.999999999000000022E+07   -0.602646350544152298E+01    1
   -0.301298439502716064E+00    0.723422169685363770E-01    0.152046650648117065E+01    0.169169168961202043E+01    0.232125490903854370E+01    0.202870941162109375E+02    0.281012940406799316E+02    0.389291644096374512E+00   -0.999999999000000022E+07   -0.602896350544150561E+01    1
   -0.656359195709228516E-01   -0.361692368984222412E+00    0.466919958591461182E+01    0.275990763633963399E+01    0.293224453926086426E+00    0.287751102447509766E+02    0.494691205024719238E+02    0.401811242103576660E+00   -0.999999999000000022E+07   -0.603146350544150955E+01    1
    0.121203839778900146E+00   -0.197411239147186279E+00    0.453470975160598755E+01    0.953616234309598965E+00    0.490294754505157471E+01    0.179219627380371094E+02    0.136979866027832031E+02    0.559452414512634277E+00   -0.999999999000000022E+07   -0.603396350544152682E+01    1
   -0.282609999179840088E+00    0.343266248703002930E+00    0.165717631578445435E+01    0.239928339633252596E+01    0.170254737138748169E+01    0.116013050079345703E+02    0.443577241897583008E+02    0.369956612586975098E+00   -0.999999999000000022E+07   -0.603646350544153165E+01    1
   -0.578989982604980469E-01    0.299306511878967285E+00    0.464051783084869385E+01    0.312907176011289367E+00    0.994577109813690186E+00    0.178581142425537109E+02    0.371528410911560059E+02    0.799316763877868652E+00   -0.999999999000000022E+07   -0.603896350544152227E+01    1
    0.414065718650817871E+00    0.460172295570373535E-01    0.430770486593246460E+01    0.161388186237182325E-01    0.237537294626235962E+01    0.391818618774414062E+02    0.142402219772338867E+02    0.972680032253265381E+00   -0.999999999000000022E+07   -0.604146350544151556E+01    1
   -0.201505422592163086E-02   -0.262669324874877930E+00    0.147013574838638306E+01    0.177410626801858684E+01    0.871485471725463867E-01    0.204242968559265137E+02    0.123847699165344238E+02    0.401256680488586426E-01   -0.999999999000000022E+07   -0.604396350544152039E+01    1
   -0.743699073791503906E-02   -0.383364260196685791E+00    0.247423619031906128E+01    0.299281786406549877E+01    0.301889657974243164E+01    0.124493765830993652E+02    0.141146540641784668E+02    0.489039778709411621E+00   -0.999999999000000022E+07   -0.604646350544152966E+01    1
   -0.305565059185028076E+00   -0.413509607315063477E+00    0.118394523859024048E+01    0.311960796750794467E+01    0.140408992767333984E+01    0.269348192214965820E+02    0.292543506622314453E+02    0.995898783206939697E+00   -0.999999999000000022E+07   -0.604896350544152206E+01    1
   -0.432786345481872559E+00    0.247331321239471436E+00    0.181546807289123535E-01    0.762035665958512159E-01    0.295329928398132324E+01    0.311716485023498535E+02    0.474916386604309082E+02    0.927918612957000732E+00   -0.999999999000000022E+07   -0.605146350544152156E+01    1
   -0.192293047904968262E+00    0.916150808334350586E-01    0.398708224296569824E+01    0.190754031339645436E+01    0.420007407665252686E+01    0.328352355957031250E+02    0.245034098625183105E+02    0.972541570663452148E+00   -0.999999999000000022E+07   -0.605396350544152995E+01    1
    0.479360520839691162E+00    0.441943526268005371E+00    0.411320388317108154E+01    0.653804820063638048E+00    0.264358550310134888E+01    0.479501295089721680E+02    0.399265360832214355E+02    0.875762045383453369E+00   -0.999999999000000022E+07   -0.605646350544151790E+01    1
   -0.373478233814239502E+00    0.111976027488708496E+00    0.428769379854202271E+01    0.241219770944264678E+01    0.432225078344345093E+01    0.383964538574218750E+02    0.196420669555664062E+02    0.533697068691253662E+00   -0.999999999000000022E+07   -0.605896350544151829E+01    1
    0.442393243312835693E+00    0.485248863697052002E+00    0.193620443344116211E+01    0.236697617302985441E+00    0.471615701913833618E+01    0.263941931724548340E+02    0.350791883468627930E+02    0.494123697280883789E+00   -0.999999999000000022E+07   -0.606146350544153112E+01    1
   -0.292573571205139160E-01    0.119331955909729004E+00    0.744312107563018799E+00    0.165904853350497072E+01    0.173024922609329224E+01    0.367508554458618164E+02    0.256670260429382324E+02    0.538572728633880615E+00   -0.999999999000000022E+07   -0.606396350544153950E+01    1
    0.534522533416748047E-02   -0.430491685867309570E+00    0.975550413131713867E+00    0.270709971105472291E+00    0.150263667106628418E+01    0.462437319755554199E+02    0.178705024719238281E+02    0.230044305324554443E+00   -0.999999999000000022E+07   -0.606646350544153368E+01    1
    0.174941778182983398E+00    0.490125775337219238E+00    0.714243948459625244E+00    0.797294379151156085E+00    0.146302849054336548E+01    0.233466029167175293E+02    0.326580905914306641E+02    0.604572296142578125E+00   -0.999999999000000022E+07   -0.606896350544153407E+01    1
