    0.244151826964097873E+01    0.566461111951613105E+02    0.241883503672721858E+02    0.348761579930713665E+02    0.592901386076659320E+00    0.646661202355406886E+02    0.404350553144818103E+00   -0.287896213157198963E+04
    0.267631121433166186E+01    0.567537878665222877E+02    0.241499962512673889E+02    0.153836369738721118E+03    0.951571820028944471E+00    0.866680352631433806E+02    0.134160209453909163E+00   -0.287859338604487675E+04
    0.187942031632065021E+01    0.566471888571956299E+02    0.240696012822753573E+02    0.431911161618207800E+02    0.808488861760658706E+00    0.268470811254513926E+02    0.426354587285846298E+00   -0.287798181073999876E+04
    0.140640966124873557E+01    0.567094185967630509E+02    0.241708461367962606E+02    0.191556809031159702E+03    0.104561091073876677E+01    0.574109191091814850E+02    0.171346824694649680E+00   -0.287781591344666776E+04
    0.275962570408523522E+01    0.567349218900191303E+02    0.241050460729677951E+02    0.194601755963975847E+03    0.921110920426590374E+00    0.879720636876160427E+02    0.374583004499441430E+00   -0.287742842845364112E+04
    0.209210478799485333E+01    0.566113013009484618E+02    0.242091736665539621E+02    0.193565339009182480E+03    0.114710827149309447E+01    0.475491420358145973E+02    0.190464832660608291E-01   -0.287728815050849107E+04
    0.156637406468248042E+01    0.565991248913585707E+02    0.241176531699749859E+02    0.110350025713961642E+03    0.132277301829343363E+01    0.229332890523369031E+02    0.883772048422167694E-01   -0.287696323469916933E+04
    0.139320698284367328E+01    0.566646244524570548E+02    0.242028379221883618E+02    0.191910010404973946E+03    0.978640716584526560E+00    0.734944771326942998E+02    0.187467793771170843E+00   -0.287680869687800623E+04
    0.165910217418310801E+01    0.566119773192401539E+02    0.242126135465840662E+02    0.444718133893113503E+02    0.122964382066984212E+01    0.134143798508852257E+02    0.162647804622872427E+00   -0.287678216044324654E+04
    0.211418851043180656E+01    0.565612073805050102E+02    0.241503723952976905E+02    0.679502836260344907E+02    0.129894742871227264E+01    0.178590783844728591E+02    0.288726544783644776E-01   -0.287620775170496199E+04
    0.287233624117047226E+01    0.565950198899596231E+02    0.242221814382298568E+02    0.511938558559596331E+02    0.133839278693918762E+01    0.130208602207388022E+02    0.823079430380247445E-01   -0.287616767527884758E+04
    0.291978684312123438E+01    0.566478859266839336E+02    0.242577534251484472E+02    0.533870945675711539E+02    0.119730224809800512E+01    0.160597433019019746E+02    0.962293765553328823E-01   -0.287616481540156656E+04
    0.262473917039038618E+01    0.567119971489078551E+02    0.240837698022303073E+02    0.453885875619611170E+02    0.812255282288636415E+00    0.367390143193083958E+02    0.184791257300912143E+00   -0.287612359930867524E+04
    0.139808698146139720E+01    0.565646918679785742E+02    0.241241322048827094E+02    0.156908055961633011E+03    0.875934379096931726E+00    0.918882200100485420E+02    0.291886795129535304E+00   -0.287604963160327952E+04
    0.116824345398430873E+01    0.567429444527446165E+02    0.241154515194823276E+02    0.157907756185694410E+03    0.917182294218375826E+00    0.810081946373973807E+02    0.245172228593892455E+00   -0.287585052045363182E+04
    0.191202184950941545E+01    0.566486352719544897E+02    0.241362161099356491E+02    0.169351183246304970E+03    0.117568716623127045E+01    0.341409025707603888E+02    0.326518241530883047E+00   -0.287576559963812360E+04
    0.232268616767597802E+01    0.566611929686506102E+02    0.242554088220924875E+02    0.313217829622111559E+02    0.892267596281437481E+00    0.185891938720950805E+02    0.132896804890601600E+00   -0.287563713269644086E+04
    0.244769597813508888E+01    0.567150770842046299E+02    0.240674963470248287E+02    0.916905496594677487E+02    0.104809338433493515E+01    0.374102624413671592E+02    0.888884314942648274E-01   -0.287557049255570064E+04
    0.254539128370776968E+01    0.566011064560452795E+02    0.242255094879745911E+02    0.950614011372856993E+02    0.809033473495961997E+00    0.861858562920387072E+02    0.231985412952488257E+00   -0.287546258180257382E+04
