   -0.417629778385162354E+00    0.235753118991851807E+00    0.671148300170898438E-03    0.123604546659791104E+01    0.388712197542190552E+01    0.194923341333866129E+01    0.816025476986169878E+02   -0.168835223875695010E+05   -0.599146350544150419E+01    1
    0.835838913917541504E-01    0.285801112651824951E+00    0.409617155790328979E+01    0.290671027185294095E+01    0.954776704311370850E+00    0.137104865252971653E+01    0.904191896641254402E+02   -0.168780290061523701E+05   -0.599396350544151169E+01    1
    0.100001394748687744E+00    0.206886529922485352E+00    0.340789943933486938E+01    0.298240450889031461E+01    0.231145054101943970E+01    0.190324361920356755E+01    0.700315108186006512E+02   -0.168760156346043914E+05   -0.599646350544151474E+01    1
   -0.492706179618835449E+00   -0.162594318389892578E-01    0.272513538599014282E+01    0.261945495474453915E+01    0.152871489524841309E+01    0.163325485050678254E+01    0.940185568451881437E+02   -0.168751619463077368E+05   -0.599896350544151957E+01    1
   -0.117324233055114746E+00    0.212212681770324707E+00    0.532484352588653564E+00    0.309920763340928751E+01    0.235179662704467773E+01    0.169747407674789419E+01    0.923613856285810471E+02   -0.168748693236156250E+05   -0.600146350544151552E+01    1
   -0.120613276958465576E+00    0.283013939857482910E+00    0.198200434446334839E+01    0.102706811051507185E+01    0.136905372142791748E+01    0.176410589635372173E+01    0.865217337036132790E+02   -0.168731325099112400E+05   -0.600396350544151858E+01    1
    0.306245505809783936E+00    0.762646198272705078E-01    0.496767163276672363E+00    0.104301986287815796E+01    0.271998643875122070E+00    0.136755454361438744E+01    0.469505733889341315E+02   -0.168726210844720226E+05   -0.600646350544151630E+01    1
    0.410323143005371094E-01    0.264170050621032715E+00    0.495878577232360840E+01    0.313479947060359754E+01    0.243768244981765747E+01    0.188360826432704931E+01    0.668593768060207339E+02   -0.168700227412486238E+05   -0.600896350544152469E+01    1
   -0.300850987434387207E+00   -0.348977446556091309E-01    0.410804092884063721E+01    0.253206317793196689E+01    0.164862513542175293E+01    0.147928371131420144E+01    0.946094539606571203E+02   -0.168697486921672389E+05   -0.601146350544151886E+01    1
   -0.853870511054992676E-01    0.387980163097381592E+00    0.269324183464050293E+00    0.114192716905017888E+01    0.115787714719772339E+01    0.196869784653186808E+01    0.765981653743982349E+02   -0.168691758495742433E+05   -0.601396350544150859E+01    1
   -0.154942750930786133E+00   -0.287439525127410889E+00    0.330896049737930298E+01    0.155506553357850283E-01    0.636112689971923828E+00    0.159124310731887819E+01    0.766586044001579268E+02   -0.168680783133768273E+05   -0.601646350544151520E+01    1
   -0.457430005073547363E+00   -0.554464459419250488E-01    0.388135075569152832E+01    0.251600150775607689E+01    0.174956083297729492E+01    0.155554230034351360E+01    0.914674113237857824E+02   -0.168672563602006012E+05   -0.601896350544151559E+01    1
   -0.224669992923736572E+00    0.228804230690002441E+00    0.128408014774322510E+01    0.838398210787873577E+00    0.223617553710937500E+00    0.168109560430049898E+01    0.875277475750446285E+02   -0.168665035486000343E+05   -0.602146350544152753E+01    1
    0.296424150466918945E+00   -0.207206130027770996E+00    0.320468813180923462E+01    0.729539691113581263E-02    0.941136479377746582E-01    0.621588029265403796E+00    0.790354416495561622E+02   -0.168657632884493069E+05   -0.602396350544153325E+01    1
   -0.562484860420227051E-01    0.418840587139129639E+00    0.135673522949218750E+01    0.184278561390901574E+01    0.164385259151458740E+01    0.173899369359016420E+01    0.975431515169143637E+02   -0.168647271836977197E+05   -0.602646350544152298E+01    1
   -0.494278967380523682E+00    0.407506585121154785E+00    0.522454679012298584E+00    0.278124573603713543E+01    0.486321061849594116E+01    0.182995131015777579E+01    0.807251895070075989E+02   -0.168627322059898834E+05   -0.602896350544150561E+01    1
   -0.323260664939880371E+00    0.424851417541503906E+00    0.119944751262664795E+01    0.285552246397242256E-01    0.134408384561538696E+01    0.147241315782070159E+01    0.953894636613130587E+02   -0.168616092029686042E+05   -0.603146350544150955E+01    1
   -0.202041864395141602E-02    0.259805679321289062E+00    0.317640483379364014E+01    0.310446870814273890E+01    0.357889354228973389E+01    0.182490360498428350E+01    0.822503734773397497E+02   -0.168615317486370113E+05   -0.603396350544152682E+01    1
   -0.174855172634124756E+00   -0.478397846221923828E+00    0.470948606729507446E+01    0.194547319402461993E+01    0.946398377418518066E+00    0.182915553390979757E+01    0.794380128824710852E+02   -0.168613502569581178E+05   -0.603646350544153165E+01    1
   -0.420134842395782471E+00    0.487074196338653564E+00    0.955942273139953613E+00    0.162716000905993008E+01    0.392910659313201904E+01    0.157371752619743344E+01    0.928926959794759739E+02   -0.168610617749416524E+05   -0.603896350544152227E+01    1
   -0.487232148647308350E+00   -0.575892925262451172E-01    0.769841372966766357E+00    0.585756144008853674E+00    0.223695158958435059E+01    0.165997639775276173E+01    0.927374592864513403E+02   -0.168605981785758377E+05   -0.604146350544151556E+01    1
   -0.258867502212524414E+00    0.418935418128967285E+00    0.444576144218444824E+00    0.220921546186871254E+01    0.842666029930114746E+00    0.112554735064506528E+01    0.862076843965053570E+02   -0.168578114428481567E+05   -0.604396350544152039E+01    1
    0.392867565155029297E+00    0.198826968669891357E+00    0.219614565372467041E+01    0.256089366523748563E+01    0.285956591367721558E+01    0.191332906603813169E+01    0.596357599931955278E+02   -0.168572780295511366E+05   -0.604646350544152966E+01    1
   -0.140964448451995850E+00   -0.130438327789306641E+00    0.355405867099761963E+01    0.237351768729303769E+01    0.199843943119049072E+01    0.197727726101875301E+01    0.506894730097055373E+02   -0.168565320753558008E+05   -0.604896350544152206E+01    1
    0.206518530845642090E+00    0.409414052963256836E+00    0.105980515480041504E+01    0.268059622316949842E+01    0.649656355381011963E+00    0.107286682069301609E+01    0.680913173699378973E+02   -0.168559922301962615E+05   -0.605146350544152156E+01    1
   -0.253122091293334961E+00    0.499870896339416504E+00    0.257872730493545532E+01    0.309590260888460689E+01    0.271877735853195190E+01    0.168329765915870677E+01    0.794216351640224474E+02   -0.168552353806107240E+05   -0.605396350544152995E+01    1
    0.445132672786712646E+00   -0.255639553070068359E+00    0.155624300241470337E+01    0.119066101962781157E+01    0.616295039653778076E+00    0.198259635329246531E+01    0.399453023159503928E+02   -0.168544414455936894E+05   -0.605646350544151790E+01    1
   -0.234929382801055908E+00    0.796151161193847656E-02    0.579418241977691650E+00    0.172538571244045880E+01    0.169425904750823975E+00    0.124182237088680258E+01    0.521666383200883814E+02   -0.168542073623598626E+05   -0.605896350544151829E+01    1
    0.193609476089477539E+00    0.378528773784637451E+00    0.908119380474090576E+00    0.434432646903515240E+00    0.274583697319030762E+00    0.133707034707069394E+01    0.504817537152767102E+02   -0.168541486551848539E+05   -0.606146350544153112E+01    1
    0.461221039295196533E+00   -0.402340292930603027E+00    0.141796559095382690E+01    0.156079549111137661E+01    0.264216959476470947E+00    0.199154228270053868E+01    0.556046599429845756E+02   -0.168539856257716710E+05   -0.606396350544153950E+01    1
   -0.135320007801055908E+00   -0.374620378017425537E+00    0.201304942369461060E+01    0.909726257635900315E+00    0.529212057590484619E+00    0.141091468214988702E+01    0.870748512130975740E+02   -0.168538572153861169E+05   -0.606646350544153368E+01    1
    0.595722794532775879E-01    0.442626178264617920E+00    0.411577463150024414E+01    0.526845252190889513E+00    0.667871534824371338E+00    0.124056530773639673E+01    0.947622292280197200E+02   -0.168533145426878182E+05   -0.606896350544153407E+01    1
    0.322999715805053711E+00   -0.954796671867370605E-01    0.474419444799423218E+01    0.126905152001537602E+01    0.435220599174499512E+00    0.967123351693153332E+00    0.584939862787723470E+02   -0.168524718468210340E+05   -0.607146350544153712E+01    1
   -0.326234221458435059E+00   -0.384970009326934814E+00    0.405164122581481934E+01    0.458567565088304319E+00    0.189111769199371338E+01    0.179581038594245901E+01    0.855686971026659080E+02   -0.168515052104936149E+05   -0.607396350544151886E+01    1
    0.450284719467163086E+00   -0.427436530590057373E+00    0.321216523647308350E+01    0.201057281448511593E+00    0.873233377933502197E+00    0.179028644859790798E+01    0.644054963374137941E+02   -0.168510207862512943E+05   -0.607646350544150149E+01    1
   -0.442115187644958496E+00    0.491934418678283691E-01    0.241518020629882812E+01    0.182168008307608376E+01    0.150593101978302002E+01    0.189470405876636505E+01    0.700528233081102343E+02   -0.168507214468096427E+05   -0.607896350544150277E+01    1
   -0.267381548881530762E+00    0.485960245132446289E+00    0.224020242691040039E+01    0.124344684899805347E+01    0.122919827699661255E+01    0.144044368624687191E+01    0.813989347535371763E+02   -0.168506334850593084E+05   -0.608146350544151737E+01    1
    0.380416989326477051E+00    0.108222842216491699E+00    0.378488868474960327E+01    0.292560920727517404E+01    0.185260534286499023E+01    0.160203311681747440E+01    0.735154055488109606E+02   -0.168497470572197744E+05   -0.608396350544153197E+01    1
    0.304448664188385010E+00    0.449241399765014648E-01    0.256439536809921265E+01    0.557802752163595317E+00    0.193297743797302246E+01    0.165558260738849650E+01    0.906968062955141079E+02   -0.168492618378468833E+05   -0.608646350544153236E+01    1
   -0.391971766948699951E+00   -0.109894156455993652E+00    0.440169662237167358E+01    0.273865717128675312E+01    0.415095031261444092E+01    0.172478821575641628E+01    0.915723109680414211E+02   -0.168491047224369613E+05   -0.608896350544152032E+01    1
   -0.339562773704528809E+00   -0.253080725669860840E-01    0.423503935337066650E+01    0.250309150147678139E+01    0.328033983707427979E+01    0.168741662263870240E+01    0.805082562559843069E+02   -0.168490758866732576E+05   -0.609146350544151804E+01    1
    0.338638424873352051E-01    0.444871068000793457E+00    0.418607562780380249E+01    0.648196764568473565E-02    0.505832731723785400E+00    0.125573285758495334E+01    0.483513033866882296E+02   -0.168488482471014504E+05   -0.609396350544151844E+01    1
   -0.105821490287780762E+00    0.516993403434753418E-01    0.338557720184326172E+01    0.225379415696744090E+01    0.171904563903808594E+00    0.646551372408866842E+00    0.651039035195112206E+02   -0.168486302233618735E+05   -0.609646350544151083E+01    1
    0.399333834648132324E+00   -0.404289424419403076E+00    0.155217796564102173E+01    0.204579613676358640E+01    0.101026892662048340E+00    0.750508763194084216E+00    0.908674790477752623E+02   -0.168482662093238905E+05   -0.609896350544150234E+01    1
    0.126454353332519531E+00    0.473849773406982422E+00    0.460867643356323242E+01    0.117919155463284287E-01    0.172497630119323730E+00    0.131333951413631445E+01    0.261182406795024882E+02   -0.168481154979152634E+05   -0.610146350544149918E+01    1
   -0.135734021663665771E+00    0.142157256603240967E+00    0.205932885408401489E+01    0.144836567241528802E+01    0.133535504341125488E+01    0.159366768062114716E+01    0.444103523063659651E+02   -0.168462134394698514E+05   -0.610396350544150579E+01    1
   -0.437021613121032715E+00   -0.382251083850860596E+00    0.799781382083892822E+00    0.283447554348941821E+01    0.489191979169845581E+01    0.176125455260276786E+01    0.860990598344802862E+02   -0.168455115301927835E+05   -0.610646350544152394E+01    1
   -0.633860230445861816E-01   -0.468803226947784424E+00    0.320826619863510132E+01    0.146702417432535737E+01    0.308731377124786377E+01    0.186061330795288082E+01    0.866347387689352075E+02   -0.168441610893868383E+05   -0.610896350544153233E+01    1
   -0.443846106529235840E+00   -0.303829312324523926E-01    0.362060874700546265E+01    0.136605183639933209E+00    0.126255601644515991E+01    0.147298843204975127E+01    0.897493958103656837E+02   -0.168435490581375852E+05   -0.611146350544151318E+01    1
    0.425988018512725830E+00   -0.345079481601715088E+00    0.211325794458389282E+01    0.639835895161845886E-01    0.531300306320190430E+00    0.174225721836090086E+01    0.364403275310993138E+02   -0.168427217967372417E+05   -0.611396350544150202E+01    1
