Nested Sampling Global Log-Evidence           :   -0.503474318336701435E+04  +/-    0.188996145406285371E+00
Nested Importance Sampling Global Log-Evidence:   -0.503559834592521383E+04  +/-    0.164082761840517351E-01

Dim No.       Mean        Sigma
   1    0.569592411805855143E-02    0.339622717617912018E-01
   2    0.234177060616792970E-01    0.332727439912152839E-01
   3    0.254321379589362939E+01    0.142126448101339875E+01
   4    0.159634298493925053E+01    0.793372673702786080E+00
   5    0.450024900251945859E+01    0.408367618335219285E+00
   6    0.762059923817171136E+00    0.617450065308054533E-01
   7    0.383581481469168795E+01    0.227353696578962511E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.963587486395467430E-03
   2    0.392582295152006377E-01
   3    0.649416838426990356E-01
   4    0.236908154266988413E+01
   5    0.498457838130652053E+01
   6    0.763597337147684740E+00
   7    0.411645934059916474E+01

MAP Parameters
Dim No.        Parameter
   1   -0.963587486395467430E-03
   2    0.392582295152006377E-01
   3    0.649416838426990356E-01
   4    0.236908154266988413E+01
   5    0.498457838130652053E+01
   6    0.763597337147684740E+00
   7    0.411645934059916474E+01
