Nested Sampling Global Log-Evidence           :   -0.280388096242425581E+04  +/-    0.154942492984272984E+00
Nested Importance Sampling Global Log-Evidence:   -0.280530159371617856E+04  +/-    0.151458745981584830E-01

Dim No.       Mean        Sigma
   1   -0.372588054150198925E-01    0.347124086483534058E-01
   2    0.446738149086597577E-01    0.320745479902993305E-01
   3    0.233250173183236376E+01    0.298225604876524109E+00
   4    0.148191542855158853E+01    0.819111820630532450E+00
   5    0.234136289461887825E+01    0.308061942507780961E+00
   6    0.345264931260756072E+02    0.951172995435306134E+01
   7    0.344334148170780736E+02    0.950233817198403941E+01
   8    0.143252778169008943E+00    0.423955048110635432E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.249236280495196416E-01
   2    0.520049160091916596E-01
   3    0.207333593633152269E+01
   4    0.532760809877189323E+00
   5    0.238598974536471564E+01
   6    0.285663808524311094E+02
   7    0.494813459715363280E+02
   8    0.119641775492682415E+00

MAP Parameters
Dim No.        Parameter
   1   -0.249236280495196416E-01
   2    0.520049160091916596E-01
   3    0.207333593633152269E+01
   4    0.532760809877189323E+00
   5    0.238598974536471564E+01
   6    0.285663808524311094E+02
   7    0.494813459715363280E+02
   8    0.119641775492682415E+00
