Nested Sampling Global Log-Evidence           :   -0.325572982122502390E+04  +/-    0.322716884609590193E+00
Nested Importance Sampling Global Log-Evidence:   -0.325934372530482960E+04  +/-    0.167439934319356276E+00

Dim No.       Mean        Sigma
   1    0.789581031308346087E-01    0.580785993622230396E-02
   2   -0.873939005847850642E-01    0.639419929196735626E-02
   3    0.579075020602548007E+00    0.130544898508621410E+01
   4    0.112660929882359895E+01    0.613064420144826316E+00
   5    0.393911687423358581E+01    0.283305813784492999E+01
   6    0.161885295361233574E+03    0.722437512599396712E+02
   7    0.198839290593128730E+02    0.691273431928671522E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.803443251480694121E-01
   2   -0.889500924501943485E-01
   3    0.349938046523849920E-11
   4    0.832153786753843550E+00
   5    0.277274204218506126E+01
   6    0.182575046256132339E+03
   7    0.197664661617319481E+02

MAP Parameters
Dim No.        Parameter
   1    0.803443251480694121E-01
   2   -0.889500924501943485E-01
   3    0.349938046523849920E-11
   4    0.832153786753843550E+00
   5    0.277274204218506126E+01
   6    0.182575046256132339E+03
   7    0.197664661617319481E+02
